Rank,Name,Overall,Teaching,Research,Citations,Industry Income,International Outlook
1,University of OxfordUnited KingdomExplore,94.3,86.7,99.5,99.1,63.7,95
2,University of CambridgeUnited KingdomExplore,93.2,87.8,97.8,97.5,51.5,93
3,California Institute of TechnologyUnited StatesExplore,93,90.3,97.5,99.5,92.6,59.7
3,Stanford UniversityUnited StatesExplore,93,89.1,96.7,99.9,60.5,77.6
5,Massachusetts Institute of TechnologyUnited StatesExplore,92.5,87.3,91.9,100,88.4,87.6
6,Harvard UniversityUnited StatesExplore,91.8,84.2,98.4,99.7,46.4,79.7
7,Princeton UniversityUnited StatesExplore,91.1,85.7,93.9,99.6,58,78.7
8,Imperial College LondonUnited KingdomExplore,89.2,81.7,88.7,96.7,71.6,96.6
9,University of ChicagoUnited StatesExplore,88.6,85.3,90.1,99.4,39.8,69.6
10,ETH Zurich – Swiss Federal Institute of Technology ZurichSwitzerlandExplore,87.7,76.4,92,94.3,60.3,98.1
10,University of PennsylvaniaUnited StatesExplore,87.7,83.7,90.1,98.5,56.9,61.3
12,Yale UniversityUnited StatesExplore,87.6,86.7,87,98.4,45.1,64.6
13,Johns Hopkins UniversityUnited StatesExplore,86.5,76.1,88.1,98.4,95.8,70.6
14,Columbia UniversityUnited StatesExplore,86,82.2,83.3,98.8,41.3,76.6
15,"University of California, Los AngelesUnited StatesExplore",85.7,80.7,88.1,97.9,48.6,59.5
16,University College LondonUnited KingdomExplore,85.3,74.4,88.2,94.6,41.2,94.6
17,Duke UniversityUnited StatesExplore,85.1,80.7,80.6,98.3,100,62.5
18,"University of California, BerkeleyUnited StatesExplore",84.3,77.4,84.5,99.8,37.5,64.5
19,Cornell UniversityUnited StatesExplore,84.2,76.2,86.6,97.6,34.6,69.2
20,Northwestern UniversityUnited StatesExplore,83.3,72.6,86.7,96.9,78.2,59.2
21,University of MichiganUnited StatesExplore,83.1,77.2,86.3,95.7,46.2,55.8
22,National University of SingaporeSingaporeExplore,82.8,77.4,88.2,81.3,61.9,95.8
22,University of TorontoCanadaExplore,82.8,74.6,84.8,92.6,46.5,80.1
24,Carnegie Mellon UniversityUnited StatesExplore,81.9,65.8,83.7,99.7,50.4,79.1
25,London School of Economics and Political ScienceUnited KingdomExplore,79.4,71.8,72,94.9,33.7,92.2
25,University of WashingtonUnited StatesExplore,79.4,67.9,79.9,99,47.3,56.5
27,University of EdinburghUnited KingdomExplore,79.2,66.8,74.2,97,36.3,92
27,New York UniversityUnited StatesExplore,79.2,73.7,77.4,96.5,37,53.4
27,Peking UniversityChinaExplore,79.2,83,85.1,74.2,100,53
30,Tsinghua UniversityChinaExplore,79,80.2,93.2,71.4,99.8,41
31,"University of California, San DiegoUnited StatesExplore",78.7,62.9,79.8,98.6,96.5,51.9
32,University of MelbourneAustraliaExplore,77.5,64.9,74.2,90.3,70.1,92.7
33,Georgia Institute of TechnologyUnited StatesExplore,77,59.7,78.9,94.3,60.2,75
34,University of British ColumbiaCanadaExplore,76.2,61.8,72.2,93.4,42.6,92.2
34,LMU MunichGermanyExplore,76.2,65.4,72.3,91.3,100,66.3
36,King’s College LondonUnited KingdomExplore,75.6,59.3,71.2,94.4,43.9,94.5
37,University of Illinois at Urbana-ChampaignUnited StatesExplore,75.4,65.8,78.9,88.9,56,52.8
38,École Polytechnique Fédérale de LausanneSwitzerlandExplore,75.3,58.8,66.8,94.2,76,98.7
38,Karolinska InstituteSwedenExplore,75.3,57,74.4,95.9,71.4,70.3
40,University of Hong KongHong KongExplore,75.1,68.8,77.9,74.2,54,99.5
41,Technical University of MunichGermanyExplore,73.5,60.3,71.2,88.4,100,66.8
42,McGill UniversityCanadaExplore,73.2,63.4,70.8,84.7,39.8,87.5
43,University of Wisconsin-MadisonUnited StatesExplore,73.1,68.4,73.9,86.5,45.8,43.4
44,Hong Kong University of Science and TechnologyHong KongExplore,72.7,55.2,68.4,93.1,58.1,83.4
45,Heidelberg UniversityGermanyExplore,72.3,63.6,62.2,94.2,56,64.7
46,University of TokyoJapanExplore,72.2,79.5,85.2,63.7,52.7,32.2
47,KU LeuvenBelgiumExplore,71.8,54.2,70.9,88.7,99.9,68.3
48,Australian National UniversityAustraliaExplore,71.6,52.7,72,85.5,61.1,94.3
49,University of Texas at AustinUnited StatesExplore,71.4,60.9,68.3,95.7,48.2,36.7
50,Brown UniversityUnited StatesExplore,70.8,63.8,57.9,96.7,34.1,59
50,Washington University in St LouisUnited StatesExplore,70.8,60.8,59.7,99.4,36.9,52.1
52,"Nanyang Technological University, SingaporeSingaporeExplore",70.5,49.5,63,90.7,94,95.9
53,"University of California, Santa BarbaraUnited StatesExplore",70,50,61.5,98.8,82,65.4
54,"University of California, DavisUnited StatesExplore",69.5,60.9,64.5,86,53.4,63.7
54,University of ManchesterUnited KingdomExplore,69.5,56.3,65.3,84.3,44.1,88.7
56,University of MinnesotaUnited StatesExplore,69,57.6,67.9,87.5,90.4,37.7
56,University of North Carolina at Chapel HillUnited StatesExplore,69,57.9,61.8,96.7,39.2,41.5
58,Chinese University of Hong KongHong KongExplore,68.5,57,64.4,80.6,56.8,86.6
59,University of AmsterdamNetherlandsExplore,68.4,51.3,62.6,91.9,49.9,72.2
60,Purdue UniversityUnited StatesExplore,68.2,62.3,68.9,73.4,63.5,69.9
61,University of SydneyAustraliaExplore,67.8,50.2,63.1,85.9,67.9,84.6
62,Humboldt University of BerlinGermanyExplore,67.4,61.9,67.1,76.1,38.6,65.6
63,Delft University of TechnologyNetherlandsExplore,67.3,53.4,72,68.5,99.8,88.5
64,Wageningen University & ResearchNetherlandsExplore,67.2,46.6,53.6,95.2,100,80.6
65,University of QueenslandAustraliaExplore,67,47.6,59.4,87.8,76.2,88.8
66,University of Southern CaliforniaUnited StatesExplore,66.8,49.8,58.4,95.6,37.9,63
67,Leiden UniversityNetherlandsExplore,66,44.6,63.2,87.8,78.8,70.5
68,Utrecht UniversityNetherlandsExplore,65.8,45.5,63.1,89.9,72.6,59.6
69,"University of Maryland, College ParkUnited StatesExplore",65.7,49.6,63,93.5,38.4,39
70,Boston UniversityUnited StatesExplore,65.4,57.1,45.9,97.2,34,60
70,Ohio State UniversityUnited StatesExplore,65.4,55.5,56.2,88,52,56.4
72,Erasmus University RotterdamNetherlandsExplore,65.2,38.9,57.2,96.7,51.7,80.6
72,Paris Sciences et Lettres – PSL Research University ParisFranceExplore,65.2,57,52,85,48.2,76.7
74,Kyoto UniversityJapanExplore,64.9,71.8,78.6,50.9,93.8,28.8
74,Seoul National UniversitySouth KoreaExplore,64.9,69.3,71.2,60.6,79.8,34.1
76,University of BristolUnited KingdomExplore,64.8,45.7,51.2,94.7,39.3,84.8
77,Pennsylvania State UniversityUnited StatesExplore,64.6,53.6,64.8,81.6,50,44.3
78,McMaster UniversityCanadaExplore,63.4,45.6,48.8,89.9,89.8,78.1
79,RWTH Aachen UniversityGermanyExplore,63.3,53.4,62.4,72.8,99.7,56.4
80,University of GlasgowUnited KingdomExplore,63.2,43.4,48.9,92.6,38.6,90.4
80,Monash UniversityAustraliaExplore,63.2,47.4,55.4,80.9,71.5,83.8
82,University of FreiburgGermanyExplore,62.9,47.1,54.3,83.1,100,67.2
83,University of GroningenNetherlandsExplore,62.8,40.7,54.8,89,77.2,74.4
83,Michigan State UniversityUnited StatesExplore,62.8,55.1,53.3,82.6,35.7,61.2
85,University of New South WalesAustraliaExplore,62.5,40.9,57.5,82.8,49.8,91.4
86,Rice UniversityUnited StatesExplore,62.2,45.1,41.9,98.7,42.4,72.7
86,Uppsala UniversitySwedenExplore,62.2,42.9,56.1,84.6,79.5,68.8
88,Free University of BerlinGermanyExplore,62.1,58.7,66.5,60.6,39.8,71.8
89,Dartmouth CollegeUnited StatesExplore,62,58.5,41.9,93.4,37.9,39.1
90,University of HelsinkiFinlandExplore,61.7,45.7,56.6,86.9,35.5,53.3
91,University of WarwickUnited KingdomExplore,61.6,46.6,52,80.4,41,91.9
92,Technical University of BerlinGermanyExplore,61.5,49,58,74.2,97.8,62.4
93,Lund UniversitySwedenExplore,61.3,40.8,52.6,85.9,70.9,76.1
94,University of TübingenGermanyExplore,61.2,45.7,55.4,83,55.4,60.8
95,University of BaselSwitzerlandExplore,60.9,39.8,39.9,91,99.9,95.9
95,Korea Advanced Institute of Science and Technology (KAIST)South KoreaExplore,60.9,56.3,59.2,70.4,100,35.6
97,Durham UniversityUnited KingdomExplore,60.8,44.8,47.9,84.6,36.8,89
98,Emory UniversityUnited StatesExplore,60.7,47.1,40.4,98.1,42.3,53.3
99,"University of California, IrvineUnited StatesExplore",60.6,43.4,44.9,93.6,43.9,65.2
100,University of BonnGermanyExplore,60.5,47.3,41.6,91.3,83.5,58.4
100,University of Colorado BoulderUnited StatesExplore,60.5,44.8,45.8,97.4,37.5,42.4
100,University of PittsburghUnited StatesExplore,60.5,45.7,48.7,94.9,39.9,36.8
103,Maastricht UniversityNetherlandsExplore,60.4,40.2,49.7,79.9,87.6,96.7
104,University of SheffieldUnited KingdomExplore,60.1,42.9,45.7,86.8,43.7,85.4
105,University of BernSwitzerlandExplore,60,42.7,43.6,85.4,81,85.7
105,Vanderbilt UniversityUnited StatesExplore,60,47.7,41.4,96.9,52.8,38.9
107,Ghent UniversityBelgiumExplore,59.8,44.4,56.2,77.6,84.3,56.8
108,University of MontrealCanadaExplore,59.6,44.5,48.9,79,65.3,83.2
109,Aarhus UniversityDenmarkExplore,59.4,37.3,53.6,82.7,67.6,75.3
109,University of CopenhagenDenmarkExplore,59.4,44,39.7,90.6,44.6,79.3
111,Sungkyunkwan University (SKKU)South KoreaExplore,59.3,54.1,55.1,69.5,93.7,44.7
111,University of Western AustraliaAustraliaExplore,59.3,33.5,46.1,90.6,54.5,91.9
113,University of GöttingenGermanyExplore,59.2,47.1,50.3,82.4,33.7,58.6
113,University of VirginiaUnited StatesExplore,59.2,52.4,40.7,89.3,40.6,46.5
115,École PolytechniqueFranceExplore,59.1,54.4,38.2,75.1,70.8,93.4
116,Fudan UniversityChinaExplore,58.9,59.5,57.5,65.1,53,38.7
117,Indiana UniversityUnited StatesExplore,58.7,50.5,46.5,81.9,51.5,50.5
117,Trinity College DublinIrelandExplore,58.7,45.3,44.8,79,41.2,92.1
119,University of AlbertaCanadaExplore,58.6,47.2,51.2,70.5,63.4,84.8
119,City University of Hong KongHong KongExplore,58.6,40.8,48.6,79.4,65.9,84.4
121,Queen Mary University of LondonUnited KingdomExplore,58.5,32.8,38.2,96.7,39.1,95.5
122,Radboud University NijmegenNetherlandsExplore,58.4,33.9,50.4,89.4,44.8,68.8
123,Georgetown UniversityUnited StatesExplore,58.3,51.8,37.2,87.5,66.3,49.6
123,Pierre and Marie Curie UniversityFranceExplore,58.3,49.5,39.8,85.7,31.8,66.6
125,University of MannheimGermanyExplore,58.2,41.8,53,80.5,57.8,55.9
126,Arizona State UniversityUnited StatesExplore,58.1,41.5,48.3,87.1,35.7,55.2
126,Charité - Universitätsmedizin BerlinGermanyExplore,58.1,43.3,39.2,88.6,87.5,60.7
126,University of SouthamptonUnited KingdomExplore,58.1,37.9,43.7,86,38.5,92
129,Université Catholique de LouvainBelgiumExplore,58,38.9,52.2,78.6,54,76.7
130,University of ExeterUnited KingdomExplore,57.8,34.5,39.3,93.7,34.6,88.8
130,University of GenevaSwitzerlandExplore,57.8,35.8,43.6,82.9,68.7,98.2
132,University of Science and Technology of ChinaChinaExplore,57.7,52.7,49.1,76.9,81.7,27.9
133,Karlsruhe Institute of TechnologyGermanyExplore,57.6,44.6,47.7,75.7,97.9,62.9
134,University of AdelaideAustraliaExplore,57.5,35.9,43.1,85.3,67.3,86.6
134,Stockholm UniversitySwedenExplore,57.5,33.1,48.4,89.1,34.5,72.7
136,University of ZurichSwitzerlandExplore,57.4,42,36,87,43.2,90.8
137,Pohang University of Science and TechnologySouth KoreaExplore,57.3,47.9,49.8,76.4,99.8,34.3
137,University of YorkUnited KingdomExplore,57.3,40.5,44.9,81.6,34.1,85.3
139,University of LeedsUnited KingdomExplore,57.1,42.2,46.7,77.8,38.8,82.1
140,Pompeu Fabra UniversitySpainExplore,56.9,34.7,38.9,97.1,40,62.3
141,University of BirminghamUnited KingdomExplore,56.8,36.5,38.3,89.7,37.2,86.3
141,Eindhoven University of TechnologyNetherlandsExplore,56.8,41.3,49,72.3,100,73.9
143,University of FloridaUnited StatesExplore,56.6,52.8,51.2,68.4,80.7,37.9
143,University of St AndrewsUnited KingdomExplore,56.6,42.9,42.5,76.6,33.6,95.5
145,University of CologneGermanyExplore,56.4,39.8,42.7,84.8,76.8,57.1
146,University of OsloNorwayExplore,56.3,36,42.8,86.8,41.9,73.4
147,Autonomous University of BarcelonaSpainExplore,56.2,43.3,36.1,89.5,42.1,60.1
147,University of NottinghamUnited KingdomExplore,56.2,40.5,41.9,80.5,38.5,84.4
147,University of SussexUnited KingdomExplore,56.2,34.1,38.1,89.5,33.3,91.5
150,Lancaster UniversityUnited KingdomExplore,55.9,37,40.5,83.2,33.7,91.1
150,University of Notre DameUnited StatesExplore,55.9,49.8,37.9,83,35.3,50.7
152,University of LausanneSwitzerlandExplore,55.7,30.4,47.4,78.5,78.4,90.8
153,Technical University of DenmarkDenmarkExplore,55.6,35.9,39.5,81.6,63.8,91.6
153,University of RochesterUnited StatesExplore,55.6,41.7,34.2,90.2,39.5,63.7
155,Scuola Superiore Sant’AnnaItalyExplore,55.5,41.6,36,88,87.8,48.3
155,TU DresdenGermanyExplore,55.5,42.8,46.9,74.2,95,52.6
155,Ulm UniversityGermanyExplore,55.5,37.1,37.4,90,77.3,56.5
158,Case Western Reserve UniversityUnited StatesExplore,55.2,44.4,34.9,90.1,36.7,46.1
159,University of LeicesterUnited KingdomExplore,55,32.2,34.5,91.4,35.2,89.9
159,Texas A&M UniversityUnited StatesExplore,55,50.4,56.3,60.2,41.2,52
161,University of ArizonaUnited StatesExplore,54.9,44.3,38.7,85.4,46.1,43.3
162,"University of California, Santa CruzUnited StatesExplore",54.8,31.5,35,99.9,38.2,51.6
162,Cardiff UniversityUnited KingdomExplore,54.8,35.8,39.3,84.5,35.5,80.6
162,University of Erlangen-NurembergGermanyExplore,54.8,39.8,44,77.6,95.9,53
165,University of ViennaAustriaExplore,54.7,42.6,47.6,66,33.2,93.4
165,Vrije Universiteit AmsterdamNetherlandsExplore,54.7,32.5,40.7,89.1,56.3,60.7
165,University of WürzburgGermanyExplore,54.7,35.8,42.8,86.5,46.1,53.7
168,University of Alabama at BirminghamUnited StatesExplore,54.6,39.7,32.8,95.1,67.6,34.6
169,Nanjing UniversityChinaExplore,54.5,49.6,47,64.9,77.8,54.4
169,Tufts UniversityUnited StatesExplore,54.5,44.1,33.4,88.1,36.7,52.7
171,University of Cape TownSouth AfricaExplore,54.4,30.5,36.2,87,88.5,81.1
172,"Rutgers, the State University of New JerseyUnited StatesExplore",54.3,43,45.3,79.7,36.9,39.2
173,KTH Royal Institute of TechnologySwedenExplore,54.2,42.3,46.3,67,50.9,83.7
173,University of MünsterGermanyExplore,54.2,40.3,42.1,81.2,60.8,47.7
175,Université Libre de BruxellesBelgiumExplore,54,32.4,42.2,80.4,48.4,83.2
175,Newcastle UniversityUnited KingdomExplore,54,33.4,40.8,80.6,41.6,86.7
177,University of LiverpoolUnited KingdomExplore,53.9,32.7,34.7,86.8,37.1,89.9
177,Zhejiang UniversityChinaExplore,53.9,57,63.7,45.1,89.4,25.2
179,University of LuxembourgLuxembourgExplore,53.8,26.8,32.4,91.9,39.6,99.8
179,University of TwenteNetherlandsExplore,53.8,35.5,47,68.5,83.6,85.3
181,Paris-Sud UniversityFranceExplore,53.7,40.4,33.1,86.8,32.3,63.5
182,École Normale Supérieure de LyonFranceExplore,53.6,40.1,37.8,80.9,37.9,67.3
182,Hong Kong Polytechnic UniversityHong KongExplore,53.6,39.1,48.1,67.7,45.8,79.9
184,Scuola Normale Superiore di PisaItalyExplore,53.4,53.7,33.3,75.4,37.7,49.4
185,University of AberdeenUnited KingdomExplore,53.3,30.3,33.6,87.1,41.9,93.3
186,University of MiamiUnited StatesExplore,53.1,42.5,24.4,90.3,37.2,67.1
187,University of DundeeUnited KingdomExplore,52.9,26.3,32,94.5,43.4,79.8
188,University of East AngliaUnited KingdomExplore,52.8,29.9,31.6,90.5,32.2,85.6
188,Shanghai Jiao Tong UniversityChinaExplore,52.8,53.5,62.5,44.1,88.9,33.4
190,Aalto UniversityFinlandExplore,52.7,37.8,35.8,79.5,52.5,72.5
191,University of MassachusettsUnited StatesExplore,52.6,36.3,32.2,88.8,51,54.8
192,University of AucklandNew ZealandExplore,52.5,32.5,40.7,73.8,67.3,90.6
193,Northeastern UniversityUnited StatesExplore,52.4,35.6,26.8,91.7,35.4,70.1
194,Lomonosov Moscow State UniversityRussian FederationExplore,52.3,74.2,61.6,15.8,89,61.1
195,Tilburg UniversityNetherlandsExplore,52.1,38.4,50.1,61.3,59,75.8
196,Paris-Sorbonne University – Paris 4FranceExplore,52,44.6,34.3,77.1,32.1,57.9
197,"Royal Holloway, University of LondonUnited KingdomExplore",51.9,33.9,27.9,85,35,93
198,"University of California, RiversideUnited StatesExplore",51.7,30,30.9,92.3,37.4,63.9
198,University of GothenburgSwedenExplore,51.7,26.7,39.2,87.5,38.9,62.5
198,National Taiwan UniversityTaiwanExplore,51.7,50.4,54.7,53.4,65,33.4
201–250,Aalborg UniversityDenmarkExplore,48.3–51.6,28.2,36.2,84.2,46.5,70.7
201–250,University of AntwerpBelgiumExplore,48.3–51.6,34.6,40.1,73.3,75.9,66.3
201–250,University of BarcelonaSpainExplore,48.3–51.6,32.4,32.5,83.2,34,50.6
201–250,University of BergenNorwayExplore,48.3–51.6,29.2,30.6,90,35.2,75.3
201–250,University of BolognaItalyExplore,48.3–51.6,43.6,30.1,80,39.1,47.4
201–250,Brandeis UniversityUnited StatesExplore,48.3–51.6,28.9,24.3,99.7,33.7,49.8
201–250,University of CalgaryCanadaExplore,48.3–51.6,34.6,35.8,77.2,53.5,73.6
201–250,Chalmers University of TechnologySwedenExplore,48.3–51.6,35.1,39.6,62.3,70.2,78.3
201–250,University of CincinnatiUnited StatesExplore,48.3–51.6,36.9,30.3,82,41,35.6
201–250,Copenhagen Business SchoolDenmarkExplore,48.3–51.6,24.2,36.6,80.8,40.4,91.2
201–250,University of DelawareUnited StatesExplore,48.3–51.6,27.8,37.5,79.5,91,45.4
201–250,University of Duisburg-EssenGermanyExplore,48.3–51.6,32.8,29.9,88.8,73.8,52.7
201–250,Florida State UniversityUnited StatesExplore,48.3–51.6,41.3,42,73.3,37.2,47.3
201–250,University of FribourgSwitzerlandExplore,48.3–51.6,34.2,35,65.5,58.5,86.9
201–250,George Washington UniversityUnited StatesExplore,48.3–51.6,44.8,30.4,77.2,32.6,50.3
201–250,University of HamburgGermanyExplore,48.3–51.6,43.5,42,65,67.7,58
201–250,University of Hawai’i at MānoaUnited StatesExplore,48.3–51.6,37.3,37.1,76.2,49.9,65.9
201–250,Hebrew University of JerusalemIsraelExplore,48.3–51.6,39.9,41.7,71.8,36.3,58.2
201–250,University of IcelandIcelandExplore,48.3–51.6,19.5,29,93.4,57.3,63
201–250,University of IowaUnited StatesExplore,48.3–51.6,42,34,78.2,60.6,35.4
201–250,James Cook UniversityAustraliaExplore,48.3–51.6,23.4,27.7,89.1,42.9,73.9
201–250,University of KielGermanyExplore,48.3–51.6,31.5,28.1,94.4,9.1,52.4
201–250,King Abdulaziz UniversitySaudi ArabiaExplore,48.3–51.6,25.6,15.3,97.3,77.8,92
201–250,University of KonstanzGermanyExplore,48.3–51.6,39.1,44.5,65.2,69.9,61.8
201–250,Korea UniversitySouth KoreaExplore,48.3–51.6,44.7,47.7,49,97.7,49
201–250,"National University of Ireland, GalwayIrelandExplore",48.3–51.6,26.8,30.1,80.5,42.5,80.3
201–250,Osaka UniversityJapanExplore,48.3–51.6,53.7,57.6,38.7,81.3,33.5
201–250,University of OtagoNew ZealandExplore,48.3–51.6,31.2,30.7,82.2,45.1,88.6
201–250,University of OttawaCanadaExplore,48.3–51.6,37.6,37.5,69.1,40.2,73.6
201–250,Paris Diderot University – Paris 7FranceExplore,48.3–51.6,30.2,25.8,89.7,32.6,67.7
201–250,University of PassauGermanyExplore,48.3–51.6,30.2,23.6,92.7,40.8,49
201–250,University of PotsdamGermanyExplore,48.3–51.6,35.6,41.4,74.3,42.2,55
201–250,Queen’s University BelfastUnited KingdomExplore,48.3–51.6,28.3,32.3,83.1,35.7,94.6
201–250,Queensland University of TechnologyAustraliaExplore,48.3–51.6,30.7,40.3,73,63.2,79.1
201–250,University of ReadingUnited KingdomExplore,48.3–51.6,34.6,34.9,73.9,36.9,88.8
201–250,Royal College of Surgeons in IrelandIrelandExplore,48.3–51.6,31.9,21.8,92.8,40.7,88.6
201–250,Ruhr University BochumGermanyExplore,48.3–51.6,36.6,42.9,62.3,73.2,52.3
201–250,University of South AustraliaAustraliaExplore,48.3–51.6,31.5,36.3,63.3,81.6,91.8
201–250,"St George’s, University of LondonUnited KingdomExplore",48.3–51.6,21.4,23.4,100,35.3,69.9
201–250,University of StuttgartGermanyExplore,48.3–51.6,41.1,48.8,60,68.8,52.6
201–250,University of TampereFinlandExplore,48.3–51.6,25.8,32.4,88.2,51.5,41.6
201–250,Technical University of DarmstadtGermanyExplore,48.3–51.6,39.2,43.7,57.2,95.9,54.3
201–250,University of Technology SydneyAustraliaExplore,48.3–51.6,29.7,40.5,71.7,51,94.2
201–250,Tel Aviv UniversityIsraelExplore,48.3–51.6,41.5,52.1,59.4,42.7,49.5
201–250,University of Texas at DallasUnited StatesExplore,48.3–51.6,25.7,29.4,89.8,41.5,57.7
201–250,Tohoku UniversityJapanExplore,48.3–51.6,49.6,50.6,46.5,68.3,34.7
201–250,Ulsan National Institute of Science and TechnologySouth KoreaExplore,48.3–51.6,22.9,30.7,95.9,66,47.9
201–250,University College DublinIrelandExplore,48.3–51.6,29.2,37.5,74,38.1,89.3
201–250,University of UtahUnited StatesExplore,48.3–51.6,37.2,34.1,88.5,46.1,33
201–250,Vita-Salute San Raffaele UniversityItalyExplore,48.3–51.6,34,23.1,96.3,32.8,45.7
201–250,University of WaterlooCanadaExplore,48.3–51.6,35.7,41.7,69.8,42.6,80
201–250,Western UniversityCanadaExplore,48.3–51.6,41.8,36.1,68.8,55.7,75.2
201–250,Yonsei University (Seoul campus)South KoreaExplore,48.3–51.6,48.6,50.2,46.1,99.2,54.6
251–300,Aix-Marseille UniversityFranceExplore,45.2–48.2,40.2,22.4,70,34.4,60.7
251–300,University of BathUnited KingdomExplore,45.2–48.2,33.9,31.7,67.3,36,88.3
251–300,University of BayreuthGermanyExplore,45.2–48.2,34.4,34.1,67.8,62.7,54.7
251–300,Bielefeld UniversityGermanyExplore,45.2–48.2,36.9,42,58.6,54.5,46.3
251–300,University of BremenGermanyExplore,45.2–48.2,36.4,36.5,63.2,45.7,52.1
251–300,University at BuffaloUnited StatesExplore,45.2–48.2,38.8,28.5,69.8,44.7,62.5
251–300,Clark UniversityUnited StatesExplore,45.2–48.2,23.7,23.7,93.4,32.6,60
251–300,University of Colorado DenverUnited StatesExplore,45.2–48.2,30.2,18,95.1,42,29
251–300,Colorado School of MinesUnited StatesExplore,45.2–48.2,33.6,26.8,81.7,55.5,41.3
251–300,Dalhousie UniversityCanadaExplore,45.2–48.2,26.6,28.3,74.3,41.5,82.4
251–300,École des Ponts ParisTechFranceExplore,45.2–48.2,38.1,16.9,74.9,63.3,79.4
251–300,University of EssexUnited KingdomExplore,45.2–48.2,33.4,32,62.8,32.5,95.8
251–300,Goethe University FrankfurtGermanyExplore,45.2–48.2,32.5,27.8,73.4,38.6,60.7
251–300,Griffith UniversityAustraliaExplore,45.2–48.2,23.4,29.8,77.7,40.7,82
251–300,University of HohenheimGermanyExplore,45.2–48.2,34.9,28.8,70,50.3,51.7
251–300,University of Illinois at ChicagoUnited StatesExplore,45.2–48.2,42.1,31.6,68.2,42.1,56.2
251–300,Indian Institute of ScienceIndiaExplore,45.2–48.2,53.8,48.6,44.4,49.5,19.5
251–300,University of InnsbruckAustriaExplore,45.2–48.2,27.5,18.5,77.8,37.5,96.7
251–300,Johannes Gutenberg University of MainzGermanyExplore,45.2–48.2,36.4,23.6,79.8,57.5,55.2
251–300,Laval UniversityCanadaExplore,45.2–48.2,37.7,28.7,70.3,54.7,66.8
251–300,Macquarie UniversityAustraliaExplore,45.2–48.2,31.3,34.4,70,41,77
251–300,University of MarburgGermanyExplore,45.2–48.2,35.7,27.7,75,36.6,49.9
251–300,Medical University of ViennaAustriaExplore,45.2–48.2,31.2,13.5,90.2,36.6,84.1
251–300,Moscow Institute of Physics and TechnologyRussian FederationExplore,45.2–48.2,47.7,41.4,50,99.9,51.7
251–300,University of NewcastleAustraliaExplore,45.2–48.2,28,26.9,73,62.9,79.9
251–300,North Carolina State UniversityUnited StatesExplore,45.2–48.2,35.6,34.5,68.4,42.5,52.8
251–300,Norwegian University of Science and TechnologyNorwayExplore,45.2–48.2,30.7,34.6,68.3,42,64.9
251–300,University of OregonUnited StatesExplore,45.2–48.2,31.1,30.1,84.7,32,37
251–300,Oregon Health and Science UniversityUnited StatesExplore,45.2–48.2,32.2,15.1,99,44.5,24.4
251–300,University of OuluFinlandExplore,45.2–48.2,30.2,30,79.1,43.2,53.1
251–300,Queen’s UniversityCanadaExplore,45.2–48.2,40,35.9,61.7,51,66.3
251–300,University of São PauloBrazilExplore,45.2–48.2,52.9,55.5,31.5,38.1,30.9
251–300,Simon Fraser UniversityCanadaExplore,45.2–48.2,25.6,33.4,75.6,43.5,90.4
251–300,University of Southern DenmarkDenmarkExplore,45.2–48.2,21.4,25.3,83.4,68.8,78.1
251–300,University of South FloridaUnited StatesExplore,45.2–48.2,29.6,35.8,74.4,93,46.9
251–300,Stony Brook UniversityUnited StatesExplore,45.2–48.2,33,23.8,84.4,33.4,58.7
251–300,University of SurreyUnited KingdomExplore,45.2–48.2,30.3,33.1,64.5,46.3,92.7
251–300,Swansea UniversityUnited KingdomExplore,45.2–48.2,22.1,25.6,80.4,34.9,79.9
251–300,Swedish University of Agricultural SciencesSwedenExplore,45.2–48.2,30,27.1,79.3,98.1,42.5
251–300,Syracuse UniversityUnited StatesExplore,45.2–48.2,32.8,28.7,79.5,37,45.6
251–300,Tokyo Institute of TechnologyJapanExplore,45.2–48.2,49.5,52.9,39.8,67.8,35.8
251–300,University of TrentoItalyExplore,45.2–48.2,26.2,29.6,85.1,39.9,58.2
251–300,Umeå UniversitySwedenExplore,45.2–48.2,24.9,29.8,81.8,34.9,60.6
251–300,Wake Forest UniversityUnited StatesExplore,45.2–48.2,34.8,18.4,91.4,38.4,28.2
251–300,William & MaryUnited StatesExplore,45.2–48.2,44.9,18.2,84.6,32.6,32.2
251–300,University of the WitwatersrandSouth AfricaExplore,45.2–48.2,26.6,23.2,76.5,99.9,69.8
251–300,University of WollongongAustraliaExplore,45.2–48.2,29.4,33.2,67.1,47.7,88.1
301–350,Aberystwyth UniversityUnited KingdomExplore,42.4–45.1,24.2,25.5,76.7,36.6,74.9
301–350,University of Alaska FairbanksUnited StatesExplore,42.4–45.1,25.3,23.2,78.3,44.9,52.8
301–350,Anglia Ruskin UniversityUnited KingdomExplore,42.4–45.1,16.7,11.2,99.4,32.6,71.1
301–350,Babol Noshirvani University of TechnologyIranExplore,42.4–45.1,24.8,12.2,99.1,56.1,15.5
301–350,Bangor UniversityUnited KingdomExplore,42.4–45.1,25.7,21.4,72.7,33.4,83.8
301–350,"Birkbeck, University of LondonUnited KingdomExplore",42.4–45.1,30.5,32,62.2,32.4,87.5
301–350,University of BordeauxFranceExplore,42.4–45.1,31,22,75.2,34.8,54.3
