World Rank-10,University,National Rank-10,Overall-10,Alumini-10,Award-10,HiCi-10,N&S-10,PUB-10,PCP-10
301-400,Thomas Jefferson University,112-137,,0,0,16.1,4.7,28.2,27.8
301-400,Tokyo Medical and Dental University,11-17,,0,0,7.2,13.1,25.4,24.3
301-400,Tulane University,112-137,,0,0,14.4,10.3,26.5,14.7
301-400,University College Dublin,2,,0,0,7.2,10.3,35.3,16.4
301-400,University of Alaska - Fairbanks,112-137,,0,0,14.4,12.9,21.2,16.5
301-400,University of Arkansas at Fayetteville,112-137,,0,0,10.2,10.6,24.9,13.7
301-400,University of Bath,31-35,,0,0,10.2,12.4,29.3,17.8
301-400,University of Bielefeld,24-33,,0,0,14.4,9.6,24.7,13.2
301-400,University of Bordeaux 1,14-18,,7.5,0,12.5,13.8,24.5,14.6
301-400,University of Bremen,24-33,,0,0,0,14.5,30.5,14.8
301-400,University of Duisburg-Essen,24-33,,0,0,7.2,8.8,31.7,14.7
301-400,University of Exeter,31-35,,0,0,0,18.8,28.3,18.4
301-400,University of Genova,9-13,,0,0,14.4,4,32.5,13.7
301-400,University of Graz,4-6,,10.7,12.6,0,8.7,20.1,18.9
301-400,University of Jena,24-33,,0,0,0,11.7,35.2,16.2
301-400,University of Karlsruhe,24-33,,5.3,0,10.2,12.8,30.9,15.4
301-400,University of Konstanz,24-33,,0,0,14.4,12.4,23.6,13.2
301-400,University of Maastricht,10-11,,0,0,0,7.8,39.8,22.3
301-400,University of Naples Federico II,9-13,,0,0,7.2,5.2,42,12.5
301-400,University of Nevada - Reno,112-137,,0,0,10.2,11.8,24.3,13.5
301-400,University of New Hampshire - Durham,112-137,,0,0,14.4,14.6,21.7,15.4
301-400,University of Newcastle,10-13,,0,0,10.2,7.6,29.5,20.8
301-400,University of Nice Sophia Antipolis,14-18,,0,0,7.2,14.2,25.3,11.3
301-400,University of Oklahoma - Norman,112-137,,0,0,10.2,9.3,29.8,14.3
301-400,University of Oulu,2-3,,13.1,0,7.2,7.5,29.7,14.3
301-400,University of Palermo,9-13,,0,0,12.5,7.3,29.6,12.4
301-400,University of Paris Dauphine (Paris 9),14-18,,0,26.7,7.2,0,11.8,20.4
301-400,University of Pompeu Fabra,5-7,,0,0,7.2,11.9,22.8,24.4
301-400,University of Provence (Aix-Marseille 1),14-18,,16,0,7.2,10.1,22.3,11.3
301-400,University of Regensburg,24-33,,0,0,7.2,10.1,31.1,14.6
301-400,University of Rhode Island,112-137,,0,0,20.4,12.1,19.3,16.4
301-400,University of Roma - Tor Vergata,9-13,,0,0,0,9.5,35,17.1
301-400,University of Southern Denmark,4,,0,0,14.4,9.3,31.1,15.5
301-400,University of Szeged,1-2,,0,15.4,7.2,6.7,24.1,13.2
301-400,University of the Witwatersrand,2,,21.3,0,0,9.9,29.6,15.1
301-400,University of Tromso,4,,0,0,10.2,8.9,25.3,16.3
301-400,University of Turku,2-3,,0,0,12.5,6.6,33.1,15.7
301-400,University of Twente,10-11,,0,0,10.2,6.7,28.9,18.4
301-400,University of Ulm,24-33,,0,0,7.2,9.5,30.8,14.4
301-400,University of Warsaw,1-2,,18.5,0,0,6.9,33.6,16
301-400,University of Wollongong,10-13,,0,0,12.5,7.3,28.1,19.9
301-400,Wake Forest University,112-137,,0,0,10.2,7.9,33.5,13.8
301-400,Waseda University,11-17,,0,0,12.5,10.6,28.8,14.5
301-400,Wayne State University,112-137,,0,0,7.2,9.8,39.2,13.9
401-500,Aalto University,4-6,,0,0,0,5.7,31.1,13.8
401-500,Auburn University,138-154,,0,0,7.2,4.2,30.4,13.2
401-500,Boston College,138-154,,0,0,7.2,10.5,22.7,13.8
401-500,Brunel University,36-38,,0,0,10.2,1.5,25.1,13.9
401-500,Carleton University,19-23,,0,0,14.4,0,26.3,15.2
401-500,Catholic University of Chile,1-2,,0,0,7.2,9.8,27.8,13.3
401-500,Catholic University of the Sacred Heart,14-22,,0,0,7.2,5.8,29.3,14.4
401-500,Chang Gung University,5-7,,0,0,7.2,2.6,32.3,19.2
401-500,Chiba University,18-25,,0,0,0,8,31.1,15.8
401-500,China Agricultural University,11-22,,0,0,0,7.6,36.1,14.9
401-500,Concordia University,19-23,,0,0,7.2,4.7,25.8,12.7
401-500,Curtin University of Technology,14-17,,0,0,0,12.2,29.5,17.4
401-500,Dalian University of Technology,11-22,,0,0,0,2.1,38.5,16.1
401-500,Ecole National Superieure Mines - Paris,19-22,,16,25.2,0,3.3,8.7,12.7
401-500,Ecole Normale Superieure - Lyon,19-22,,0,0,7.2,10.3,20.4,20.4
401-500,Eindhoven University of Technology,12,,0,0,0,6,33.5,20
401-500,Federal University of Rio Grande do Sul,6,,0,0,0,2.4,39.5,17.3
401-500,Gunma University,18-25,,0,0,7.2,7.3,22.2,16.5
401-500,Hannover Medical School,34-39,,0,0,0,7.7,31.6,14.2
401-500,Harbin Institute of Technology,11-22,,0,0,0,0,44.8,13.5
401-500,Huazhong University of Science and Technology,11-22,,0,0,0,0,43.6,13.3
401-500,Indian Institute of Technology Kharagpur,2,,0,0,7.2,0,29.8,13.4
401-500,Indiana University-Purdue University at Indianapolis,138-154,,0,0,0,6.3,39.1,13
401-500,Istanbul University,1,,15.1,0,0,3,33.7,15.5
401-500,Jilin University,11-22,,0,0,0,5.2,40.9,11.3
401-500,Kent State University,138-154,,0,0,7.2,11.5,23.6,13.5
401-500,King Fahd University of Petroleum & Minerals,2,,0,0,21,0,18.2,12.1
401-500,Kyung Hee University,8-10,,0,0,0,1.5,34.8,15.2
401-500,Kyungpook National University,8-10,,0,0,0,4,34.8,15.2
401-500,La Trobe University,14-17,,0,0,7.2,6.3,25.8,16.9
401-500,Lanzhou University,11-22,,0,0,0,6.4,35.4,16.6
401-500,Lehigh University,138-154,,0,0,12.5,8.3,20.9,17.1
401-500,Linkoping University,11,,0,0,7.2,2.1,32.1,15.4
401-500,Massey University,3-5,,0,0,10.2,4,25.9,14.6
401-500,Medical College of Wisconsin,138-154,,0,0,7.2,7.1,28.1,11.6
401-500,Montana State University - Bozeman,138-154,,0,0,7.2,10.4,20.3,14
401-500,Nankai University,11-22,,0,0,0,7.9,35.5,13.7
401-500,National Central University,5-7,,0,0,0,8.5,31.1,18.3
401-500,National Yang Ming University,5-7,,0,0,0,7.6,29.7,22.2
401-500,Nihon University,18-25,,0,0,7.2,6.2,27,12.5
401-500,Niigata University,18-25,,0,0,12.5,4.7,25.2,15.5
401-500,Northeastern University,138-154,,0,0,7.2,10.2,26,15.3
401-500,Ohio University,138-154,,15.1,0,0,9.1,23,12.4
401-500,Osaka Prefecture University,18-25,,0,0,10.2,6.8,21.8,10.9
401-500,Polytechnic University of Turin,14-22,,0,0,14.4,0,28.3,15.1
401-500,Portland State University,138-154,,0,0,10.2,7.6,19.5,13.5
401-500,Pusan National University,8-10,,0,0,0,7.6,34.4,15.4
401-500,Southeast University,11-22,,0,0,0,4.7,35.9,13.2
401-500,Swinburne University of Technology,14-17,,0,0,10.2,9.5,18.3,18.9
401-500,Technical University of Braunschweig,34-39,,14.1,0,7.2,6.8,23.4,11.9
401-500,The University of Connecticut Health Center,138-154,,0,0,10.2,8.9,22.1,16.6
401-500,The University of Texas at San Antonio,138-154,,0,0,7.2,9.2,21.8,14
401-500,The University of Tokushima,18-25,,0,0,10.2,8.6,23.2,16.8
401-500,Tianjin University,11-22,,0,0,0,3.3,34.8,13.3
401-500,Tokyo University of Agriculture and Technology,18-25,,0,0,7.2,3.3,23.6,19.7
401-500,University College Cork,3,,0,0,16.1,6.3,22.3,12.3
401-500,University of Arkansas at Little Rock,138-154,,0,0,7.2,6,26.3,19
401-500,University of Bari,14-22,,0,0,0,7.6,30.7,13.5
401-500,University of Bayreuth,34-39,,0,0,7.2,13.3,24.6,12.6
401-500,University of Canterbury,3-5,,0,0,7.2,7.3,24,17.6
401-500,University of Chile,1-2,,9.2,0,0,4.5,32.1,14.4
401-500,University of Eastern Finland,4-6,,0,0,7.2,5.8,30.1,13.8
401-500,University of Essex,36-38,,15.1,0,7.2,2.6,20.6,16.2
401-500,University of Ferrara,14-22,,0,0,10.2,6.9,25.7,16.7
401-500,University of Giessen,34-39,,0,0,7.2,5.9,30.3,13.8
401-500,University of Granada,8-10,,0,0,0,6.1,36.3,11.2
401-500,University of Greifswald,34-39,,0,8.9,7.2,2.6,23.4,11.4
401-500,University of Haifa,7,,0,0,7.2,6.3,25.8,12
401-500,University of Hannover,34-39,,0,0,7.2,7.3,25.2,11.9
401-500,University of Jyvaskyla,4-6,,0,0,7.2,6.9,25.6,12
401-500,University of Kansas Medical Center,138-154,,0,0,12.5,6,20.2,10.7
401-500,University of KwaZulu-Natal,3,,0,0,7.2,9.6,27.5,13.1
401-500,University of Lisbon,1-2,,0,8.9,0,5.7,26.9,12.6
401-500,University of Ljubljana,1,,0,0,0,6.3,35.8,13.4
401-500,University of Milan,14-22,,0,0,0,11.3,26.1,22.4
401-500,University of Nebraska Medical Center,138-154,,0,0,16.1,5.2,22.8,14.4
401-500,University of Parma,14-22,,0,0,7.2,7.5,26.4,13.7
401-500,University of Pavia,14-22,,0,0,0,8.1,30.5,15.2
401-500,University of Perugia,14-22,,0,0,7.2,9.3,28,14.7
401-500,University of Porto,1-2,,0,0,0,5.2,36.9,16.3
401-500,University of Quebec,19-23,,0,0,0,8.2,34.6,15.5
401-500,University of Rennes 1,19-22,,0,0,7.2,10.8,28.7,11
401-500,University of Santiago Compostela,8-10,,0,0,0,5.6,32.5,12.3
401-500,University of Sherbrooke,19-23,,0,0,7.2,11,25.1,12.4
401-500,University of Siena,14-22,,0,0,0,8,28.3,18
401-500,University of Surrey,36-38,,0,0,7.2,5,26.2,15.6
401-500,University of Tasmania,14-17,,0,0,7.2,10.3,24.9,18.6
401-500,University of Tehran,1,,14.1,0,0,0,36.9,16.7
401-500,University of Versailles,19-22,,0,0,7.2,12.9,19,11.7
401-500,University of Wyoming,138-154,,0,0,7.2,11.7,22.2,14.8
401-500,University of Zaragoza,8-10,,0,0,7.2,1.5,31.8,12.2
401-500,Utah State University,138-154,,0,0,7.2,7.3,23.7,13.7
401-500,Victoria University of Wellington,3-5,,13.1,0,0,8.9,22.4,16.3
401-500,Vienna University of Technology,7,,0,0,0,10.8,28.9,21.6
401-500,Vrije University Brussel,7,,15.1,0,0,5.4,26.9,22.2
401-500,Wuhan University,11-22,,0,0,0,2.1,37.4,10.5
401-500,Xiamen University,11-22,,0,0,0,7.5,31.3,11.6
401-500,Xian Jiao Tong University,11-22,,0,0,0,0,39.7,14.2
401-500,Yamaguchi University,18-25,,0,0,16.1,1.5,21,15
401-500,York University,19-23,,0,0,0,10.8,31.4,11.9
