Name,Rank,Affiliation,Web of Science Documents,Category Normalized Citation Impact,Times Cited,% Docs Cited
"Kantharia, Nimisha G.",1175,Tata Institute of Fundamental Research,1,1.03,22,100.0
"Thampi, Smitha V.",1175,Physical Research Laboratory - India,3,0.41,22,100.0
"Unnikrishnan, Sanil",1175,University of Delhi,2,0.17,22,100.0
"Raju, Suvrat",1175,Tata Institute of Fundamental Research,2,1.16,22,100.0
"Gupta, S. S.",1175,Indian Institute of Technology (IIT) - Ropar,1,1.45,22,100.0
"Maan, Yogesh",1175,Raman Research Institute,5,0.35,22,100.0
"Das, Santanu",1175,Inter-University Centre for Astronomy & Astrophysics,8,0.32,22,75.0
"Tewari, B. C.",1175,Kumaun University,5,0.24,22,80.0
"Rao, B. S.",1222,Tata Institute of Fundamental Research,4,0.41,21,100.0
"Chandola, Yogesh",1222,University of Pune,1,0.98,21,100.0
"Ghosh, S. S.",1222,Indian Institute of Geomagnetism,1,0.79,21,100.0
"Reddy, B. E.",1222,Indian Institute of Astrophysics,2,0.72,21,100.0
"Seemala, Gopi K.",1222,Indian Institute of Geomagnetism,3,0.76,21,100.0
"Singh, Ramesh P.",1222,Indian Institute of Technology (IIT) - Kanpur,1,0.79,21,100.0
"Jose, Charles",1222,Inter-University Centre for Astronomy & Astrophysics,4,0.33,21,100.0
"Pirya, A.",1222,Aryabhatta Research Institute of Observational Sciences,5,0.18,21,100.0
"Kumari, Reena",1222,Indian Institute of Technology (Indian School of Mines) Dhanbad,2,0.82,21,100.0
"Sarkar, Sudipta",1222,Indian Institute of Technology (IIT),2,0.8,21,100.0
"Datta, Shouvik",1222,Indian Institute of Science (IISC) - Bangalore,1,2.05,21,100.0
"Tikekar, Ramesh",1222,Sardar Patel University,3,0.41,21,100.0
"Datta, Amitava",1222,Bidhan Chandra Agricultural University,1,1.94,21,100.0
"Khare, Pushpa",1222,Council of Scientific & Industrial Research (CSIR) - India,2,0.68,21,100.0
"Mitra, Abhas",1222,Bhabha Atomic Research Center,5,0.22,21,100.0
"Shrotriya, T.",1222,Indian Institute of Science Education & Research (IISER) - Pune,1,1.11,21,100.0
"Garg, Ila",1222,Panjab University,2,0.97,21,100.0
"Goswami, J.",1222,Physical Research Laboratory - India,1,0.83,21,100.0
"Narayanan, V. Lakshmi",1222,Indian Institute of Geomagnetism,2,0.54,21,100.0
"Mishra, Sasmita",1222,Indian Institute of Technology (IIT) - Bombay,4,0.28,21,100.0
"Kundu, Aritra",1222,Indian Institute of Technology (IIT) - Kanpur,1,1.94,21,100.0
"Bhattacharya, J.",1222,Indian Institute of Technology (IIT) - Kanpur,1,1.11,21,100.0
"Arivazhagan, Sundaram",1222,Periyar University,1,1.8,21,100.0
"Arivazhagan, Sundaram",1222,Physical Research Laboratory - India,1,1.8,21,100.0
"Srivastava, Sweta",1222,Lucknow University,2,0.77,21,100.0
"Samuel, Joseph",1222,Raman Research Institute,4,0.5,21,75.0
"Mathew, Blesson",1222,Physical Research Laboratory - India,7,0.16,21,85.71
"Kundu, Arunav",1222,Tata Institute of Fundamental Research,1,1.81,21,100.0
"David, Justin R.",1222,Indian Institute of Science (IISC) - Bangalore,1,2.05,21,100.0
"Srivastava, Abhishek K.",1222,Banaras Hindu University,2,1.07,21,100.0
"Patil, Aashay",1222,Indian Institute of Science Education & Research (IISER) - Pune,1,2.05,21,100.0
"Prasad, Anup K.",1222,Indian Institute of Technology (IIT) - Kanpur,1,0.79,21,100.0
"Verma, U. P.",1222,Jiwaji University,5,0.6,21,80.0
"Deb, S.",1222,University of Delhi,1,0.83,21,100.0
"Singh, Anand K.",1222,Indian Institute of Geomagnetism,2,0.7,21,100.0
"Singh, N. Nimai",1222,Gauhati University,3,0.48,21,100.0
"Sinha, H. S. S.",1222,Physical Research Laboratory - India,5,0.17,21,100.0
"Singh, V.",1222,Indian Institute of Astrophysics,3,0.34,21,100.0
"Mondal, Tanmoy",1222,Indian Institute of Technology (IIT),2,1.27,21,100.0
"Narayanan, R.",1222,Physical Research Laboratory - India,3,0.55,21,100.0
"Choudhury, Arghya",1222,Bidhan Chandra Agricultural University,1,1.94,21,100.0
"Subramaniam, A.",1222,Indian Institute of Technology (IIT) - Madras,1,1.11,21,100.0
"Bharadway, Somnath",1222,Indian Institute of Technology (IIT) - Kharagpur,1,0.79,21,100.0
"Chengular, Jayaram",1222,Tata Institute of Fundamental Research,1,1.81,21,100.0
"Mathew, Titus K.",1222,Cochin University Science & Technology,4,0.48,21,100.0
"Jagadeesan, P.",1222,Tata Institute of Fundamental Research,4,0.41,21,100.0
"Joshi, Yogesh",1268,Aryabhatta Research Institute of Observational Sciences,1,0.81,20,100.0
"Choksi, V. R.",1268,Physical Research Laboratory - India,1,0.67,20,100.0
"Kushwaha, Upendra",1268,Physical Research Laboratory - India,3,0.66,20,100.0
"Hazra, S.",1268,Indian Institute of Science Education & Research (IISER) - Kolkata,1,1.73,20,100.0
"Dewangan, Gulab",1268,Inter-University Centre for Astronomy & Astrophysics,2,0.47,20,100.0
"Bhattacherjee, Biplob",1268,University of Calcutta,1,0.89,20,100.0
"Bagchi, Manjari",1268,Tata Institute of Fundamental Research,8,0.12,20,87.5
"Dewangan, Gulab C.",1268,Inter-University Centre for Astronomy & Astrophysics,7,0.26,20,85.71
"Raha, Sibaji",1268,Bose Institute,5,0.27,20,80.0
"Laskar, Tanmoy",1268,University of Delhi,1,0.76,20,100.0
"Bhar, Piyali",1268,Jadavpur University,3,0.93,20,100.0
"Safonova, M.",1268,Indian Institute of Astrophysics,7,0.17,20,100.0
"Gupta, Neeraj",1268,Inter-University Centre for Astronomy & Astrophysics,1,1.73,20,100.0
"Joshipura, Anjan",1268,Physical Research Laboratory - India,1,1.98,20,100.0
"Khare, A.",1268,University of Delhi,1,1.73,20,100.0
"Yadav, N.",1268,Indian Institute of Technology (IIT) - Delhi,6,0.29,20,66.67
"Datta, A.",1268,Indian Institute of Technology (IIT) - Kharagpur,1,1.73,20,100.0
"Chakraborty, Indrani",1268,University of Calcutta,2,0.81,20,100.0
"Konar, S.",1268,Indian Institute of Technology (IIT) - Kharagpur,1,0.76,20,100.0
"Ali, Sk Saiyad",1268,Jadavpur University,1,0.94,20,100.0
"Gupta, N.",1268,University of Pune,2,1.13,20,100.0
"Thorat, K.",1268,Raman Research Institute,3,0.37,20,100.0
"Vadawale, Santosh V.",1268,Physical Research Laboratory - India,2,0.47,20,50.0
"Kaushik, Subhash C.",1268,Jiwaji University,3,0.32,20,100.0
"Kumar, Y. Bharat",1268,Indian Institute of Astrophysics,2,0.41,20,100.0
"Narayanan, A. Satya",1268,Indian Institute of Astrophysics,3,0.35,20,66.67
"Ratanpal, B. S.",1268,Maharaja Sayajirao University Baroda,2,0.72,20,100.0
"Prasad, M. Shyam",1268,Council of Scientific & Industrial Research (CSIR) - India,2,0.77,20,100.0
"Prasad, M. Shyam",1268,National Institute of Oceanography - India,2,0.77,20,100.0
"Bansal, Gunjan",1268,University of Delhi,1,2.79,20,100.0
"Lahiri, Amitabha",1268,SN Bose National Centre for Basic Science,4,0.26,20,100.0
"Kantharia, N.",1268,Tata Institute of Fundamental Research,1,1.73,20,100.0
"Gupta, Shashikant",1268,Raman Research Institute,2,0.41,20,100.0
"Choudhury, Rumpa",1268,Indian Institute of Astrophysics,2,0.4,20,100.0
"Shanthi, M. Vijaya",1268,Andhra University,2,0.38,20,100.0
"Chingangbam, R.",1268,Jamia Millia Islamia,2,0.56,20,100.0
"Parattu, Krishnamohan",1268,Inter-University Centre for Astronomy & Astrophysics,2,0.76,20,50.0
"Parida, M. K.",1305,Siksha 'O' Anusandhan University,1,1.82,19,100.0
"Nayar, S. R. Prabhakaran",1305,University of Kerala,3,0.33,19,66.67
"Sarkar, Tapomoy Guha",1305,Indian Institute of Technology (IIT) - Kharagpur,4,0.23,19,75.0
"Bisoi, Susanta Kumar",1305,Physical Research Laboratory - India,2,0.82,19,100.0
"Singh, A. K.",1305,Lucknow University,3,0.22,19,100.0
"Priyal, Muthu",1305,Indian Institute of Astrophysics,4,0.35,19,75.0
"Banerjee, B.",1305,Saha Institute of Nuclear Physics,2,1.32,19,100.0
"Patil, Mandar",1305,Inter-University Centre for Astronomy & Astrophysics,4,0.43,19,100.0
"Iyer, Abhishek M.",1305,Indian Institute of Science (IISC) - Bangalore,3,0.43,19,100.0
"Kartha, Sreeja S.",1305,Indian Institute of Astrophysics,2,0.39,19,100.0
"Sharma, Joginder",1305,Chaudhary Charan Singh University,2,0.37,19,100.0
"Ekers, R. D.",1305,Raman Research Institute,2,0.52,19,100.0
"Tikekar, Ramesh",1305,Inter-University Centre for Astronomy & Astrophysics,1,1.23,19,100.0
"Sen, S.",1305,Jamia Millia Islamia,1,1.21,19,100.0
"Das, Moumita",1305,Physical Research Laboratory - India,3,0.64,19,100.0
"Khosa, Charanjit K.",1305,Panjab University,2,1.0,19,100.0
Shalini,1305,Guru Nanak Dev University,1,1.23,19,100.0
"Mitra, Subhadip",1305,Institute of Mathematical Sciences (IMSc) India,3,0.51,19,100.0
"Rajaram, R.",1305,Indian Institute of Geomagnetism,5,0.17,19,100.0
"Kumar, K. K.",1305,Vikram Sarabhai Space Center (VSSC),3,0.33,19,100.0
"Bhattacharyya, R.",1305,Physical Research Laboratory - India,2,0.49,19,100.0
"Verma, K.",1305,Tata Institute of Fundamental Research,2,1.32,19,100.0
"Tomlin, Casey",1305,Raman Research Institute,1,1.45,19,100.0
"Singh, Dharmendra",1305,Indian Institute of Technology (IIT) - Roorkee,2,0.46,19,100.0
"Nautiyal, Akhilesh",1305,Physical Research Laboratory - India,2,0.43,19,100.0
"Bisoi, Susanta K.",1305,Physical Research Laboratory - India,3,0.26,19,66.67
"Malkar, J. P.",1305,Tata Institute of Fundamental Research,6,0.14,19,50.0
"Singh, V.",1305,University of Calicut,2,0.44,19,100.0
"Banerjee, Nilanjan",1305,Indian Institute of Technology (IIT) - Kharagpur,1,1.64,19,100.0
"Ravindran, K. C.",1305,Tata Institute of Fundamental Research,5,0.2,19,80.0
"Das, M.",1305,Birla Institute of Technology Science,3,0.27,19,100.0
"Mulay, Sargam",1305,Inter-University Centre for Astronomy & Astrophysics,2,1.22,19,100.0
"Tripathi, D.",1305,Inter-University Centre for Astronomy & Astrophysics,2,0.5,19,100.0
"Tomar, Vivek",1305,Chaudhary Charan Singh University,2,0.37,19,100.0
"Hingar, M. K.",1305,Tata Institute of Fundamental Research,6,0.14,19,50.0
"Srivastava, Ablishek K.",1305,Aryabhatta Research Institute of Observational Sciences,1,0.89,19,100.0
"Prasad, K. Durga",1341,Physical Research Laboratory - India,3,0.34,18,66.67
"Singleton, Douglas",1341,Inter-University Centre for Astronomy & Astrophysics,1,1.06,18,100.0
"Hiremath, K. M.",1341,Indian Institute of Astrophysics,7,0.25,18,57.14
"Bhushan, Brij",1341,Indian Institute of Technology (IIT) - Roorkee,1,1.19,18,100.0
"Supriya, H. D.",1341,Indian Institute of Astrophysics,3,0.4,18,100.0
"Bhatt, Nilay",1341,Bhabha Atomic Research Center,7,0.14,18,71.43
"Banola, S.",1341,Indian Institute of Geomagnetism,2,1.18,18,100.0
"Kudale, P. Chandra S.",1341,Tata Institute of Fundamental Research,1,2.51,18,100.0
"Vijayajayanthi, M.",1341,Anna University Chennai,2,1.8,18,100.0
"Sharma, V.",1341,Banaras Hindu University,1,1.75,18,100.0
"Lakshmanan, M.",1341,Bharathidasan University,2,1.8,18,100.0
"Patel, Ketan M.",1341,Tata Institute of Fundamental Research,2,0.69,18,100.0
"Chattopadhyay, T.",1341,Physical Research Laboratory - India,4,0.43,18,100.0
"Haridas, M. K. Madhav",1341,Vikram Sarabhai Space Center (VSSC),4,0.38,18,100.0
"Rudraswami, N. G.",1341,Physical Research Laboratory - India,1,0.73,18,100.0
"Paul, Biswajit",1341,SN Bose National Centre for Basic Science,2,0.7,18,100.0
"Agarwal, Aditi",1341,Aryabhatta Research Institute of Observational Sciences,2,1.25,18,100.0
"Agarwal, Aditi",1341,University of Gorakhpur,2,1.25,18,100.0
"Srivastava, Shweta",1341,Physical Research Laboratory - India,2,1.25,18,100.0
"Bhatt, Harish",1341,Indian Institute of Astrophysics,2,1.25,18,100.0
Priyanka,1341,Banaras Hindu University,1,1.17,18,100.0
"Mathew, S. K.",1341,Physical Research Laboratory - India,4,0.26,18,75.0
"Mishra, Priti",1341,Tata Institute of Fundamental Research,4,0.3,18,100.0
"Prasad, Deovrat",1341,Indian Institute of Science (IISC) - Bangalore,1,2.51,18,100.0
"Parida, Mina K.",1341,Siksha 'O' Anusandhan University,1,1.06,18,100.0
"Chatterjee, Ayan",1341,Institute of Mathematical Sciences (IMSc) India,4,0.31,18,100.0
"Rao, D. C. Papa",1341,Andhra University,3,0.84,18,100.0
"Bhattacharjee, G.",1341,Indian Institute of Technology (IIT) - Roorkee,1,1.19,18,100.0
"Atmjeet, Kumar",1341,University of Delhi,3,0.81,18,100.0
"Panigrahi, Kamal L.",1341,Indian Institute of Technology (IIT) - Kharagpur,3,0.51,18,100.0
Pratibha,1341,Indian Institute of Technology (IIT) - Roorkee,3,0.28,18,100.0
"Das, Siddarth Shankar",1341,Vikram Sarabhai Space Center (VSSC),2,0.51,18,100.0
"Mallik, Sushma V.",1341,Indian Institute of Astrophysics,1,0.84,18,100.0
"Roy, Pinaki",1341,Indian Statistical Institute Kolkata,1,1.21,18,100.0
"Chandrasekhar, E.",1341,Indian Institute of Technology (IIT) - Bombay,1,0.73,18,100.0
"Rath, Pranati K.",1341,Indian Institute of Technology (IIT) - Kanpur,3,0.46,18,66.67
"Ishwara-Chandra, C. H.",1341,Inter-University Centre for Astronomy & Astrophysics,1,0.73,18,100.0
"Singh, H. D.",1341,Indian Institute of Technology (IIT) - Delhi,3,0.24,18,66.67
"Pandita, P. N.",1341,North Eastern Hill University,2,0.58,18,100.0
"Roy, Nirupam",1341,Tata Institute of Fundamental Research,3,0.23,18,100.0
"Hossain, M. M.",1341,Vikram Sarabhai Space Center (VSSC),4,0.23,18,75.0
"Shanker, Uma",1341,Indian Institute of Technology (IIT) - Roorkee,1,1.19,18,100.0
"Ahmad, Farooq",1341,Inter-University Centre for Astronomy & Astrophysics,6,0.15,18,100.0
"Bama, P.",1341,Indian Institute of Astrophysics,2,0.33,18,100.0
"Biswas, Swarnadeep",1341,Assam University,1,0.91,18,100.0
"Biswas, Swarnadeep",1341,University of North Bengal,1,0.91,18,100.0
"Mishra, R. K.",1341,Physical Research Laboratory - India,1,0.73,18,100.0
"Unnikrishnan, Sanil",1341,Indian Institute of Science Education & Research (IISER) - Thiruvananthapuram,2,0.72,18,100.0
"Banerjee, Ayan",1341,Jadavpur University,4,0.5,18,75.0
"Thampi, S. V.",1341,Physical Research Laboratory - India,1,1.34,18,100.0
"Chandra, H.",1341,Physical Research Laboratory - India,3,0.33,18,100.0
"Srivastav, S.",1341,Indian Institute of Astrophysics,2,1.02,18,100.0
"Sandhu, T. S.",1341,Panjab University,1,0.68,18,100.0
"Sandhu, T. S.",1341,Aryabhatta Research Institute of Observational Sciences,1,0.68,18,100.0
"Acharya, Y. B.",1395,Physical Research Laboratory - India,6,0.29,17,100.0
"Goyal, Arti",1395,Tata Institute of Fundamental Research,2,0.43,17,100.0
"Das, Suratna",1395,Indian Institute of Technology (IIT) - Kanpur,2,0.97,17,100.0
"Kiron, Yellapragada Ravi",1395,Osmania University,3,0.24,17,100.0
"Thomas, V. O.",1395,Maharaja Sayajirao University Baroda,5,0.39,17,100.0
"Laskar, Tanmoy",1395,Raman Research Institute,1,0.64,17,100.0
"Sharma, Bharat K.",1395,Tata Institute of Fundamental Research,1,1.06,17,100.0
"Paul, D.",1395,Assam University,2,0.41,17,100.0
"Michael, Marykutty",1395,Indian Institute of Technology (IIT) - Kanpur,3,0.27,17,100.0
"Bhavya, B.",1395,Cochin University Science & Technology,3,0.21,17,100.0
"Gurusamy, P.",1395,Bhabha Atomic Research Center,1,1.68,17,100.0
"Indu, G.",1395,Indian Institute of Astrophysics,1,0.8,17,100.0
"Indu, G.",1395,Pondicherry University,1,0.8,17,100.0
"Dewangan, L. K.",1395,Physical Research Laboratory - India,2,0.4,17,50.0
"Saraykar, Ravindra V.",1395,Rashtrasant Tukadoji Maharaj Nagpur University,2,0.5,17,100.0
"Rao, S. Vijaya Bhaskara",1395,Sri Venkateswara University,5,0.25,17,100.0
"Paul, B.",1395,Raman Research Institute,3,0.25,17,100.0
"Chawla, J. K.",1395,University of Rajasthan,2,0.55,17,100.0
"Myrzakulov, R.",1395,Jamia Millia Islamia,1,1.66,17,100.0
"Sivaprasad, K.",1395,Tata Institute of Fundamental Research,1,0.67,17,100.0
"Vinod, P.",1395,Vikram Sarabhai Space Center (VSSC),4,0.19,17,50.0
"Sivaram, C.",1395,Indian Institute of Astrophysics,14,0.06,17,50.0
"Hossain, Md. Wall",1395,Jamia Millia Islamia,1,1.15,17,100.0
"Ali, Zulfikar",1395,Physical Research Laboratory - India,1,0.8,17,100.0
"Anathpindika, S. V.",1395,Indian Institute of Astrophysics,1,0.69,17,100.0
"Ali, Amna",1395,Saha Institute of Nuclear Physics,1,1.15,17,100.0
"Ganesan, S.",1395,Bhabha Atomic Research Center,1,1.68,17,100.0
"Bhuyan, Pradip Kumar",1395,Dibrugarh University,4,0.41,17,75.0
"Chidambaram, T. R.",1395,Vikram Sarabhai Space Center (VSSC),3,0.25,17,66.67
"Thampi, Smitha V.",1395,Vikram Sarabhai Space Center (VSSC),5,0.22,17,80.0
"Hati, Chandan",1395,Indian Institute of Technology (IIT) - Gandhinagar,1,2.6,17,100.0
"Hati, Chandan",1395,Physical Research Laboratory - India,1,2.6,17,100.0
"Pal, Subrata",1395,Tata Institute of Fundamental Research,1,1.06,17,100.0
"Unnikrishnan, U.",1395,University of Calicut,1,0.8,17,100.0
"Malik, Manzoor A.",1395,University of Kashmir,7,0.21,17,85.71
"Nakwal, R. G.",1430,Sant Gadge Baba Amravati University,1,0.75,16,100.0
"Goyal, Arti",1430,Inter-University Centre for Astronomy & Astrophysics,2,0.52,16,100.0
"Bagiya, Mala S.",1430,Physical Research Laboratory - India,2,0.42,16,100.0
"Bazarghan, M.",1430,Inter-University Centre for Astronomy & Astrophysics,1,0.61,16,100.0
"Chandrasekhar, T.",1430,Physical Research Laboratory - India,6,0.11,16,66.67
"Papnoi, Uma",1430,Jamia Millia Islamia,3,0.57,16,100.0
"Upadhayaya, Arun K.",1430,Council of Scientific & Industrial Research (CSIR) - India,1,0.65,16,100.0
"Upadhayaya, Arun K.",1430,National Physics Laboratory - India,1,0.65,16,100.0
"Kar, Supriya",1430,University of Delhi,3,0.51,16,100.0
"Soam, A.",1430,Aryabhatta Research Institute of Observational Sciences,4,0.38,16,100.0
"Rajasekaran, G.",1430,Institute of Mathematical Sciences (IMSc) India,2,0.59,16,100.0
"Hundi, R. S.",1430,Indian Association for the Cultivation of Science,4,0.25,16,100.0
"Hundi, R. S.",1430,Indian Association for the Cultivation of Science (IACS) - Jadavpur,4,0.25,16,100.0
"Maurya, S. K.",1430,The Northcap University,1,1.04,16,100.0
"Mondal, Soumen",1430,Aryabhatta Research Institute of Observational Sciences,2,0.41,16,100.0
"Singh, K. A. P.",1430,Indian Institute of Astrophysics,1,0.65,16,100.0
"Prasanna, Aragam R.",1430,Physical Research Laboratory - India,1,0.53,16,100.0
"Rai, Rakesh K.",1430,University of Gorakhpur,3,0.28,16,100.0
"Sil, Arunansu",1430,Indian Institute of Technology (IIT) - Guwahati,1,2.45,16,100.0
"Yadav, Jaswant",1430,University of Delhi,1,0.61,16,100.0
"Ninan, J. P.",1430,Tata Institute of Fundamental Research,5,0.32,16,100.0
"Athreya, Ramana M.",1430,Tata Institute of Fundamental Research,1,0.61,16,100.0
"Bhavya, B.",1430,Indian Institute of Astrophysics,2,0.29,16,100.0
"Pradhan, Pabitra M.",1430,Indian Institute of Technology (IIT) - Kharagpur,2,0.7,16,100.0
"Pallamraju, D.",1430,Physical Research Laboratory - India,2,0.48,16,100.0
"Lodhi, Neelesh K.",1430,Council of Scientific & Industrial Research (CSIR) - India,1,0.65,16,100.0
"Lodhi, Neelesh K.",1430,National Physics Laboratory - India,1,0.65,16,100.0
"Gangopadhyay, D.",1430,SN Bose National Centre for Basic Science,2,0.31,16,100.0
"Vaghmare, Kaustubh",1430,Inter-University Centre for Astronomy & Astrophysics,3,0.42,16,100.0
"Rawat, Rahul",1430,Indian Institute of Geomagnetism,3,0.5,16,100.0
"Bankoti, Neeraj Singh",1430,Kumaun University,1,0.63,16,100.0
"Dey, Shirsendu",1430,SN Bose National Centre for Basic Science,3,0.59,16,100.0
"Joshi, Navin Chandra",1430,Kumaun University,1,0.63,16,100.0
"Bhalerao, V.",1430,Inter-University Centre for Astronomy & Astrophysics,3,0.71,16,100.0
"Ghosh, Ashis",1430,Jadavpur University,1,0.65,16,100.0
"Aswathappa, H. A.",1430,Raman Research Institute,3,0.35,16,100.0
"Nadkarni-Ghosh, Sharvari",1430,Indian Institute of Technology (IIT) - Kanpur,3,0.67,16,100.0
"Suryanarayana, Nemani V.",1430,Institute of Mathematical Sciences (IMSc) India,1,0.94,16,100.0
