Rank,Title,Teaching,International Outlook,Research,Citations,Industry Income,Overall
351-400,University of CanterburyNew Zealand,23.8,89.7,26.8,56.2,40.5,-
351-400,"City, University of LondonUnited Kingdom",24.1,91,25.9,56.2,33.3,-
351-400,Claude Bernard University Lyon 1France,21.1,47.8,16.9,73.1,37.6,-
351-400,University College CorkIreland,27.7,76,25.7,54.1,50.6,-
351-400,University of CyprusCyprus,19.1,75,25.4,66.6,34.7,-
351-400,Drexel UniversityUnited States,32.6,47.8,16,62,37.9,-
351-400,University of Eastern FinlandFinland,25,48,20.5,74.5,35.6,-
351-400,École des Ponts ParisTech France,32.9,65.9,13.8,61.2,69.7,-
351-400,Flinders UniversityAustralia,22.3,66.1,11.3,74.9,36.5,-
351-400,Graz University of TechnologyAustria,28.5,71.2,15.4,60,67.8,-
351-400,University of GuelphCanada,26.1,55.4,33,48.7,46.9,-
351-400,"Hanyang UniversityKorea, Republic of",35,51.5,35.6,35.6,81.8,-
351-400,Hong Kong Baptist UniversityHong Kong,23.3,79.1,13.6,67.4,32.9,-
351-400,University of HoustonUnited States,35.4,36.8,29.4,54.3,40.6,-
351-400,Indian Institute of Technology BombayIndia,39.2,19.2,31.1,52.8,46.9,-
351-400,Iowa State UniversityUnited States,31.2,37.9,25.3,60.6,47.5,-
351-400,ITMO UniversityRussian Federation,27.3,40.8,17.2,67.1,72.4,-
351-400,University of KaiserslauternGermany,34.7,46.3,23.2,50.3,69.2,-
351-400,University of KansasUnited States,36.7,33.7,24.5,54.5,38.3,-
351-400,University of KentuckyUnited States,36.6,38.2,29.3,51.4,39,-
351-400,"Kyung Hee UniversityKorea, Republic of",28.5,51.5,35.5,48.5,79.3,-
351-400,Kyushu UniversityJapan,41.9,31.2,35.1,35.7,70.8,-
351-400,La Trobe UniversityAustralia,26.7,78.7,29.7,49,45.5,-
351-400,Leibniz University of HanoverGermany,37.4,44.5,37.1,43.2,62,-
351-400,University of MacauMacao,21.5,98.8,22,53.3,46.3,-
351-400,University of Milan-BicoccaItaly,25.5,42.2,22.7,70.8,43.9,-
351-400,University of MissouriUnited States,30.9,34,19.3,67,33.8,-
351-400,Montpellier UniversityFrance,32.7,57.7,18.1,64.6,35.9,-
351-400,"National University of Ireland, MaynoothIreland",25.5,77.6,24.2,61,37.5,-
351-400,Norwegian University of Life SciencesNorway,25.7,78,13.2,68.3,37.9,-
351-400,University of OklahomaUnited States,33.5,33.6,17.9,64.1,37.3,-
351-400,Örebro UniversitySweden,17.7,43.6,5.9,91.7,33.7,-
351-400,Paris-Sorbonne University – Paris 4France,48.6,54.2,38.6,27.9,32.2,-
351-400,Plymouth UniversityUnited Kingdom,20,66.6,20.4,71.9,32.5,-
351-400,Polytechnic University of TurinItaly,25.8,48.5,19,66.8,49.4,-
351-400,University of SalernoItaly,18.2,30.8,13.1,86.7,39.2,-
351-400,Swinburne University of TechnologyAustralia,22.9,74.5,24,60.3,35.5,-
351-400,University of Texas at San AntonioUnited States,17.3,32.6,16.2,85,32.4,-
351-400,Toyota Technological InstituteJapan,22.2,24.1,17,78.6,59,-
351-400,University of TriesteItaly,26.1,46,17.9,74.9,35.7,-
351-400,Tulane UniversityUnited States,41.4,37.9,15.7,61,35.5,-
351-400,University of TurinItaly,21.2,38.9,20.4,72.9,45.4,-
351-400,Victoria UniversityAustralia,22.5,70.8,22.1,66.9,37.2,-
351-400,Victoria University of WellingtonNew Zealand,23.3,88.6,30.2,48.4,53.6,-
351-400,Washington State UniversityUnited States,29.6,43.3,29.6,59.8,56.9,-
351-400,Wayne State UniversityUnited States,33,33.3,15.7,71.9,42.2,-
401-500,American UniversityUnited States,40.5,30.1,21.3,51.4,37.8,-
401-500,Aristotle University of ThessalonikiGreece,20,39.9,15.8,61.8,37.3,-
401-500,Atilim UniversityTurkey,19,33.3,8.1,75.3,53.4,-
401-500,University of AveiroPortugal,30.2,46.5,26.2,44.5,41.5,-
401-500,University of Bari Aldo MoroItaly,26,33.2,17,61.5,40.4,-
401-500,Bar-Ilan UniversityIsrael,23.5,51.5,23,49,32.8,-
401-500,University of BergamoItaly,22.2,31.6,15.8,64.8,39,-
401-500,Boğaziçi UniversityTurkey,20.9,45.4,23.8,57.7,57.4,-
401-500,University of BresciaItaly,15.1,37.9,14.1,74.5,38.2,-
401-500,University of CanberraAustralia,19.9,60.1,24.6,50.8,35,-
401-500,Central Queensland UniversityAustralia,19,59.4,9.9,73.7,35.1,-
401-500,Charles University in PragueCzech Republic,30.5,54.6,21.4,54.6,32.4,-
401-500,"Chung-Ang UniversityKorea, Republic of",36.4,49.9,31.9,23.3,63.6,-
401-500,University of CoimbraPortugal,24.1,51.3,27.2,44.6,38.2,-
401-500,Curtin UniversityAustralia,21,93.8,23.5,52.1,39.5,-
401-500,Cyprus University of TechnologyCyprus,17.1,67,13.1,70.3,34,-
401-500,Dublin City UniversityIreland,26.7,78.6,26.7,42.7,46.7,-
401-500,École Normale Supérieure de CachanFrance,32.1,50.7,9.6,54,44,-
401-500,"Ewha Womans UniversityKorea, Republic of",28.4,41.4,23.9,46.7,68.7,-
401-500,Federico Santa María Technical UniversityChile,14.2,54.7,10.8,69,41,-
401-500,University of FerraraItaly,18.8,42.8,17.2,68.4,40.3,-
401-500,University of FlorenceItaly,20,40.4,14,72.6,38.1,-
401-500,Florida International UniversityUnited States,25.4,35.3,20.1,57.7,35.2,-
401-500,University of GenoaItaly,27.7,40.2,16.7,64.3,45.2,-
401-500,Georgia State UniversityUnited States,28.1,30.5,23.7,60.2,32.3,-
401-500,University of GrazAustria,23.1,69.5,17,56.2,33.2,-
401-500,University of GreifswaldGermany,30.3,43.8,19.7,60.6,37.7,-
401-500,Hasselt UniversityBelgium,21.7,55.2,20.9,61.6,49.7,-
401-500,Heriot-Watt UniversityUnited Kingdom,22.2,92.1,24,49.3,42.8,-
401-500,Higher School of EconomicsRussian Federation,31.4,32.2,26.6,46.6,40.3,-
401-500,Hokkaido UniversityJapan,42.2,29.8,36.2,30.9,55,-
401-500,Huazhong University of Science and TechnologyChina,31,19.9,24.7,43.6,68,-
401-500,Indian Institute of Technology DelhiIndia,37.5,15.9,23.9,47,71.7,-
401-500,Indian Institute of Technology KanpurIndia,34.6,17.9,22.9,38.4,98.8,-
401-500,Indian Institute of Technology MadrasIndia,38.3,17.5,22.3,41.2,81.1,-
401-500,Johannes Kepler University of LinzAustria,25.3,58,15.5,49.9,41.2,-
401-500,University of JyväskyläFinland,27.7,48.2,13.9,55.4,35.4,-
401-500,Kazan Federal UniversityRussian Federation,25.2,30.4,14.3,61.2,42.5,-
401-500,Keele UniversityUnited Kingdom,18.3,73.6,20.4,53.6,33.2,-
401-500,Kent State UniversityUnited States,22.3,34.3,17.1,64.6,32.4,-
401-500,King Fahd University of Petroleum and MineralsSaudi Arabia,28.7,86.8,16.8,36.7,92.8,-
401-500,Lehigh UniversityUnited States,24.9,39.1,18.5,63.2,38,-
401-500,University of LilleFrance,19.3,55.4,18.8,56.9,37.4,-
401-500,Lincoln UniversityNew Zealand,25.5,86,20.8,49.6,41.7,-
401-500,University of LisbonPortugal,26.3,47.6,24,59,37.8,-
401-500,Makerere UniversityUganda,15.1,58.3,11.8,78,36.7,-
401-500,University of ManitobaCanada,28.7,42.2,26.3,53.4,40.6,-
401-500,Marche Polytechnic UniversityItaly,21.2,28.1,7.2,85.8,37.5,-
401-500,"University of Maryland, Baltimore CountyUnited States",21.3,29.6,18.7,58.8,33.4,-
401-500,Massey UniversityNew Zealand,22.5,92.2,19.6,43.3,39.1,-
401-500,University of Modena and Reggio EmiliaItaly,16.2,36,10.2,76.2,36,-
401-500,University of MontanaUnited States,34.4,25.4,15.4,64.8,36,-
401-500,Murdoch UniversityAustralia,17.9,90.7,23.5,57.3,42.8,-
401-500,University of NantesFrance,17.3,45.4,15.5,64.9,35.5,-
401-500,University of Naples Federico IIItaly,21.6,22.2,12.4,76.3,40.1,-
401-500,National Cheng Kung University (NCKU)Taiwan,30.4,29.9,38,29.2,99.4,-
401-500,National Chiao Tung UniversityTaiwan,33,33.4,40.2,35.3,89.3,-
401-500,National Research Nuclear University MePhIRussian Federation,38,35.9,27.2,41.9,99.7,-
401-500,National Taiwan University of Science and Technology (Taiwan Tech)Taiwan,30.1,32.3,40.5,38.5,70.1,-
401-500,University of NeuchâtelSwitzerland,24.9,91.4,17.6,46.1,34,-
401-500,New Mexico State UniversityUnited States,19.8,33,21,59.3,36.9,-
401-500,University of Nice Sophia AntipolisFrance,21.9,79.2,8,58.1,32.5,-
401-500,Northern Arizona UniversityUnited States,18.8,26.9,11.2,82.7,32.6,-
401-500,Novosibirsk State UniversityRussian Federation,43.2,36,28.3,33.6,36.3,-
401-500,The Open UniversityUnited Kingdom,18.8,51.7,15.8,58.8,32.6,-
401-500,Oxford Brookes UniversityUnited Kingdom,27.7,71.5,25.3,37.8,32.3,-
401-500,Panthéon-Sorbonne University – Paris 1France,48,50.3,40.6,7.3,32.4,-
401-500,University of PisaItaly,20.4,34.3,18.5,73.3,36.5,-
401-500,Polytechnic University of CataloniaSpain,27.1,51.4,17.5,51.2,41.5,-
401-500,Pontifical Catholic University of ChileChile,27.5,53.2,23,41.8,35.7,-
401-500,University of PortoPortugal,28.6,45.3,26.2,42.3,39.9,-
401-500,University of PortsmouthUnited Kingdom,16.7,82.4,13.2,61.8,32.6,-
401-500,Université du Québec à MontréalCanada,23.9,58.5,20.7,54.3,32.4,-
401-500,Renmin University of ChinaChina,42.5,46,19.4,35.4,43.2,-
401-500,RMIT UniversityAustralia,23,85.6,20.7,53.6,40,-
401-500,University of Rome II – Tor VergataItaly,25.5,37.9,15.3,64.2,38.9,-
401-500,University of Rome IIIItaly,23.4,37.2,20.6,67.5,37.6,-
401-500,University of Rovira i VirgiliSpain,21.5,45.5,15.8,72.1,35.2,-
401-500,Saint Petersburg State UniversityRussian Federation,48.4,34,30.7,34,33.3,-
401-500,University of SalentoItaly,25,25.2,11.8,65.6,37.6,-
401-500,San Diego State UniversityUnited States,20.9,27.3,28.8,64.4,33.2,-
401-500,University of SaskatchewanCanada,34.2,64.4,25,43.5,69,-
401-500,University of SiegenGermany,22.2,50.1,24,60.8,40.7,-
401-500,"Soas, University of LondonUnited Kingdom",32.9,76,29.4,29.7,32.2,-
401-500,University of St GallenSwitzerland,27.2,96.5,14.8,50.9,42.8,-
401-500,State University of CampinasBrazil,44.9,24.1,39.6,28,46.5,-
401-500,Stellenbosch UniversitySouth Africa,28.6,50.3,24.8,53,32.1,-
401-500,Stevens Institute of TechnologyUnited States,21.8,77.3,18.3,52.2,33.7,-
401-500,University of StrathclydeUnited Kingdom,24.2,75.1,31.2,36.2,46.6,-
401-500,Sun Yat-sen UniversityChina,35.3,29.6,26.3,50,54.1,-
401-500,Tokyo Medical and Dental University (TMDU)Japan,39.4,23.2,19.5,50.1,58.2,-
401-500,Tokyo Metropolitan UniversityJapan,22.6,21.4,13.4,68.5,34,-
401-500,University of TsukubaJapan,40.1,37.1,32.7,35.1,42.4,-
401-500,UiT The Arctic University of NorwayNorway,22.7,67.3,17,64.3,36.9,-
401-500,Verona UniversityItaly,23.1,40.9,13.4,73.4,42.1,-
401-500,University of WaikatoNew Zealand,20.9,87.8,23.2,49.5,34.7,-
401-500,Western Sydney UniversityAustralia,17.9,77.5,24.4,57.9,35.6,-
401-500,Wuhan UniversityChina,40.9,37.5,30.2,29.2,91.1,-
401-500,Xiamen UniversityChina,26.7,25.5,21.6,54.2,-,-
501-600,American University of BeirutLebanon,28.5,88.1,12.8,38.4,38.5,-
501-600,University of ArkansasUnited States,24.4,27.9,19.2,39.2,39.1,-
501-600,Athens University of Economics and BusinessGreece,16.9,43.1,20.5,41.2,37.9,-
501-600,Auckland University of TechnologyNew Zealand,17.8,94.8,12.5,45.9,33.9,-
501-600,Ben-Gurion University of the NegevIsrael,23.8,34.5,27.5,35.5,42.9,-
501-600,Bond UniversityAustralia,18.7,89.5,21.2,37.1,36.3,-
501-600,Université Bourgogne Franche-Comté (UBFC)France,21.5,51.6,11.7,56.6,34.5,-
501-600,Ca’ Foscari University of VeniceItaly,21.1,41.2,25.9,46.1,35.3,-
501-600,University of CagliariItaly,19,34.5,12.2,56.6,35.2,-
501-600,Carleton UniversityCanada,19.5,63.6,25.6,33.9,33.9,-
501-600,University of CataniaItaly,15.3,26.8,12.9,68.3,34.6,-
501-600,Catholic University of the Sacred HeartItaly,18,39.1,7.6,56.4,40.3,-
501-600,University of ChileChile,25.4,46.7,18.4,36.9,32.1,-
501-600,China Agricultural UniversityChina,33.9,18.6,21.8,29.4,47.8,-
501-600,"China Medical University, TaiwanTaiwan",24,27,24.4,45.2,69.6,-
501-600,Complutense University of MadridSpain,30.7,40.1,27.1,36.7,36,-
501-600,Concordia UniversityCanada,19.2,79.2,24.7,40.9,34.4,-
501-600,Creighton UniversityUnited States,42.3,27.8,9.7,45.1,35.7,-
501-600,East China Normal UniversityChina,27.4,41.6,18.7,46.7,45.1,-
501-600,East China University of Science and TechnologyChina,22.5,25.6,15.2,51.9,60.7,-
501-600,Edith Cowan UniversityAustralia,17.9,68.5,19.1,45.7,36.5,-
501-600,University of GranadaSpain,21.9,43.1,16.8,46.3,33.2,-
501-600,Harbin Institute of TechnologyChina,31.1,27.9,27.7,24.4,97.7,-
501-600,University of HertfordshireUnited Kingdom,15.9,77.5,11.5,56.2,33,-
501-600,Hiroshima UniversityJapan,30,24,14,41.2,45.4,-
501-600,University of HullUnited Kingdom,19.9,73.3,20.8,46.4,34.2,-
501-600,Indian Institute of Technology KharagpurIndia,31,16,19.4,44.5,49.5,-
501-600,Indian Institute of Technology RoorkeeIndia,26.9,15.2,15.8,55.1,64.3,-
501-600,University of IoanninaGreece,14.3,40.3,14.8,64.8,35.5,-
501-600,"Iran University of Science and TechnologyIran, Islamic Republic of",23.2,13.9,23.7,41.8,50.7,-
501-600,Istanbul Technical UniversityTurkey,24,24.8,24.6,32.4,100,-
501-600,Jadavpur UniversityIndia,32.1,14.1,15.4,37.6,39.1,-
501-600,Kansas State UniversityUnited States,25,43.9,17.9,40.7,44.4,-
501-600,"Khalifa University of Science, Technology and ResearchUnited Arab Emirates",24.9,93.3,12.1,43.2,45.8,-
501-600,King Saud UniversitySaudi Arabia,24,76,27.9,28.7,96.4,-
501-600,University of KwaZulu-NatalSouth Africa,21.5,59.4,25.3,42.9,39.5,-
501-600,Lappeenranta University of TechnologyFinland,28.4,55.9,26.3,28.7,61.5,-
501-600,University of LimerickIreland,18.5,82.6,19,44.3,36,-
501-600,Liverpool John Moores UniversityUnited Kingdom,16.1,65,13.3,56.7,32.7,-
501-600,Louisiana State UniversityUnited States,31.1,29.7,20.2,42.1,32.1,-
501-600,Mahidol UniversityThailand,29.4,42.9,13.4,36.8,50.8,-
501-600,University of MariborSlovenia,16,35.5,13.1,51.2,39.6,-
501-600,Memorial University of NewfoundlandCanada,18.8,37.9,16.8,50.9,52.1,-
501-600,Middlesex UniversityUnited Kingdom,18.5,84.9,13.2,39.5,32.2,-
501-600,University of MinhoPortugal,22.2,46.3,22.1,39.2,50.3,-
501-600,Missouri University of Science and TechnologyUnited States,20,65.3,24.7,34,45.4,-
501-600,Montana State UniversityUnited States,18.7,26.2,20.7,56.7,43.3,-
501-600,Monterrey Institute of Technology and Higher EducationMexico,25,67.6,16.6,36.5,93.5,-
501-600,National and Kapodistrian University of AthensGreece,27,43,16.4,46.8,38,-
501-600,National Autonomous University of MexicoMexico,36.8,37.2,33,17.8,60.2,-
501-600,National Institute of Applied Sciences of Lyon (INSA Lyon)France,27.3,76.4,11.9,43,66.7,-
501-600,National Taiwan Normal UniversityTaiwan,28.2,44.4,31.1,17.6,78.3,-
501-600,National Yang-Ming UniversityTaiwan,31.5,17.1,15.8,37.7,35.5,-
501-600,University of Nebraska Medical CenterUnited States,36.4,36.8,12.9,35.8,37.1,-
501-600,New Jersey Institute of TechnologyUnited States,21.3,55.1,17.8,47.9,47.6,-
501-600,Nova University of LisbonPortugal,23.7,52,21.7,45.2,42.3,-
501-600,Oklahoma State UniversityUnited States,26.4,27.2,24.7,41.7,36.3,-
501-600,Old Dominion UniversityUnited States,23.1,27.5,17.7,53.2,-,-
501-600,Otto von Guericke University of MagdeburgGermany,23,49.2,14.2,40.3,41.1,-
501-600,University of PaderbornGermany,23.6,40.6,22.3,35.9,41.4,-
501-600,University of PalermoItaly,17.8,24.1,11.1,70.5,34.2,-
501-600,University of ParmaItaly,15.1,36.4,19.8,58.2,37.2,-
501-600,Polytechnic University of ValenciaSpain,22.1,41.9,24.8,43.9,44.3,-
501-600,Pontifical Xavierian UniversityColombia,15.8,44,8,63.7,32.8,-
501-600,"Pusan National UniversityKorea, Republic of",27.8,33.9,27.1,25.6,63.8,-
501-600,Qatar UniversityQatar,11.6,99.9,12.8,45.2,34.7,-
501-600,University of ReginaCanada,16.5,50.9,11.9,48.8,34.8,-
501-600,University of Rennes 1France,22.3,54.9,17,50.7,41.6,-
501-600,Roskilde UniversityDenmark,17.9,47.1,28.3,39.9,35.6,-
501-600,"Sejong UniversityKorea, Republic of",21.5,29.8,15.7,47.4,35.6,-
501-600,Semmelweis UniversityHungary,24,71.3,12.8,50.2,34.5,-
501-600,"Sharif University of TechnologyIran, Islamic Republic of",25.1,17.9,27.4,37.6,85.3,-
501-600,Université de SherbrookeCanada,22.2,56.2,13.3,45.8,34.7,-
501-600,University of SienaItaly,20.7,42.4,13.8,52.2,34.7,-
501-600,"Sogang UniversityKorea, Republic of",24.9,26,27.5,32.7,48.4,-
501-600,Soochow UniversityChina,19.7,18.3,15.8,58.8,68.1,-
501-600,Southeast UniversityChina,27.2,22,30.4,28.9,92.7,-
501-600,Southern Cross UniversityAustralia,16.9,52.6,23.1,47.1,38.6,-
501-600,State University of New York AlbanyUnited States,23.5,34.4,22.8,45.8,32.7,-
501-600,Tampere University of TechnologyFinland,23,56.1,14.9,44.3,64.6,-
501-600,University of Texas at ArlingtonUnited States,20,36.3,17.4,48.3,40.7,-
501-600,University of the AndesColombia,19.9,55.5,14.9,50,49.4,-
501-600,University of the Basque CountrySpain,20.9,37.9,14.3,50.2,34.7,-
501-600,University of the Sunshine CoastAustralia,15.2,60,17.9,47.1,33.5,-
501-600,Tianjin UniversityChina,32.6,16.5,29.2,21.9,99.3,-
501-600,University of ToledoUnited States,32.8,38.8,14.1,33.6,44.3,-
501-600,Tomsk Polytechnic UniversityRussian Federation,31.3,40.6,16.2,43.2,59.1,-
501-600,Tomsk State UniversityRussian Federation,38.2,48,22.7,15.4,61.8,-
501-600,Tongji UniversityChina,32.4,39.2,35.2,22.3,98.7,-
501-600,University of TulsaUnited States,33.6,44.6,15.3,41.9,66.6,-
501-600,"University of UlsanKorea, Republic of",19.4,18.7,18.8,60.8,54.7,-
501-600,Ulster UniversityUnited Kingdom,18.7,70.7,15.3,49.5,33.1,-
501-600,United Arab Emirates UniversityUnited Arab Emirates,24,95.4,16,38.7,33.2,-
501-600,University of Urbino Carlo BoItaly,14.1,37.7,7.9,59.5,35,-
501-600,University of ValenciaSpain,20.9,41.7,18.4,50.5,34.4,-
501-600,University of WarsawPoland,25,44.2,16.5,45.2,32.7,-
501-600,Warsaw University of TechnologyPoland,18.4,21.5,9.9,59,36.7,-
501-600,University of Wisconsin-MilwaukeeUnited States,21.1,28.2,17.8,53.6,34,-
501-600,Xi’an Jiaotong UniversityChina,35.3,26.2,26.3,32.9,54.9,-
501-600,University of ZaragozaSpain,20.3,35.1,12.5,49.7,38.6,-
601-800,University of A CoruñaSpain,17.6,27.3,10.9,23.7,35.5,-
601-800,AGH University of Science and TechnologyPoland,16.1,19.4,11,40.3,36.6,-
601-800,"Ajou UniversityKorea, Republic of",20.8,22.2,12.4,28.1,48.4,-
601-800,University of AlcaláSpain,19.6,55.8,11.5,31.8,42.2,-
601-800,Alfaisal UniversitySaudi Arabia,16.9,96,7.3,32.2,37.4,-
601-800,Aligarh Muslim UniversityIndia,25.7,21.9,9.5,30.5,36.2,-
601-800,American University of SharjahUnited Arab Emirates,16.3,95.3,12.3,13.6,33.2,-
601-800,American University in CairoEgypt,24.8,69.4,8.7,16.4,33.2,-
601-800,"Amirkabir University of TechnologyIran, Islamic Republic of",22.7,15.4,18.9,35.5,59.9,-
601-800,University of AntioquiaColombia,16.5,38.8,18.5,13.9,43.3,-
601-800,"Asia University, TaiwanTaiwan",13.5,19.6,18.4,24.1,45.1,-
601-800,Auburn UniversityUnited States,31.7,30.9,18.3,24.2,40,-
601-800,Austral University of ChileChile,16.6,47.4,9.8,20,43.8,-
601-800,Australian Catholic UniversityAustralia,14.9,40.3,17.7,44.2,35.4,-
601-800,Babeş-Bolyai UniversityRomania,25.2,38.1,11.5,29.9,32.7,-
601-800,Bauman Moscow State Technical UniversityRussian Federation,35.9,17.4,18.3,3.1,44,-
601-800,University of BedfordshireUnited Kingdom,14.9,73.1,10,22.6,32.8,-
601-800,Beijing Institute of TechnologyChina,30,19.2,24.7,13,78.4,-
601-800,Universidade da Beira InteriorPortugal,18.5,37.7,12.7,42.4,32.6,-
601-800,"Birla Institute of Technology and Science, PilaniIndia",16.9,15.5,7.5,38.9,33.1,-
601-800,Bournemouth UniversityUnited Kingdom,17,72.7,14.9,32.4,32.4,-
601-800,University of BradfordUnited Kingdom,17.9,78.2,14.4,25.9,36,-
601-800,University of BrightonUnited Kingdom,15.8,64.7,12.3,37.4,33.5,-
601-800,Brno University of TechnologyCzech Republic,17.6,40.4,12,30.1,38.8,-
601-800,Budapest University of Technology and EconomicsHungary,15.8,28.5,13.6,32.2,45.8,-
601-800,University of CalcuttaIndia,32.6,14,11.1,16.6,33.5,-
601-800,Capital Medical UniversityChina,27.1,19.1,18.2,17.1,34.2,-
601-800,Carlos III University of MadridSpain,24.7,53.1,15.9,29.6,37.2,-
601-800,University of Castilla-La ManchaSpain,16.8,30.5,10.8,35.3,34.3,-
601-800,University of Central LancashireUnited Kingdom,15.4,55.7,11.1,33,32.7,-
601-800,Chang Gung UniversityTaiwan,21.3,17.1,25.1,30.3,36.4,-
601-800,"University of Chemistry and Technology, PragueCzech Republic",24.1,48.6,7.2,23.4,39,-
601-800,Chiang Mai UniversityThailand,18.6,33.7,11.5,29.7,35.9,-
601-800,Chiba UniversityJapan,27.6,23.1,16.3,32.7,51.7,-
601-800,China University of Geosciences (Wuhan)China,20,18.3,20.3,35.3,50.2,-
601-800,China University of Petroleum (Beijing)China,24.3,18.3,25.5,8.8,100,-
601-800,"Chonbuk National UniversityKorea, Republic of",19.2,27.7,14.9,25.6,36.1,-
601-800,"Chonnam National UniversityKorea, Republic of",17.5,22.5,13.4,31.1,35.6,-
601-800,Chulalongkorn UniversityThailand,26.6,33,16.8,19,50.2,-
601-800,Chung Yuan Christian UniversityTaiwan,14.9,21.5,23.2,17.7,43.2,-
601-800,Clemson UniversityUnited States,23.5,35.6,22,33,38.8,-
601-800,Comenius University in BratislavaSlovakia,21.9,47.9,11.7,24,32.4,-
601-800,COMSATS Institute of Information TechnologyPakistan,16.7,43.5,7.1,45.2,32.1,-
601-800,University of ConcepciónChile,15.5,46.2,13,20.8,56.4,-
601-800,Coventry UniversityUnited Kingdom,17,76.1,9.2,27.7,32.6,-
601-800,Czech Technical University in PragueCzech Republic,18.9,42.4,20.8,36.4,38.5,-
601-800,Dalian University of TechnologyChina,21.8,21,20.1,29.3,81.5,-
601-800,De Montfort UniversityUnited Kingdom,16.3,62.1,12.4,37.7,32.8,-
601-800,University of DelhiIndia,39,15.9,17.3,21.9,32.1,-
601-800,Diego Portales UniversityChile,11.8,48.6,8.5,52.2,32.8,-
601-800,Dublin Institute of TechnologyIreland,15,72.6,10.4,27.7,32.1,-
601-800,University of East LondonUnited Kingdom,18.8,76.7,12.8,11.7,32.2,-
601-800,Eastern Mediterranean UniversityTurkey,13.3,71.5,7.7,24.1,32.8,-
601-800,École Centrale de LyonFrance,28.8,64.9,15,23.7,82.7,-
601-800,Edinburgh Napier UniversityUnited Kingdom,14.2,73.6,10.6,23.6,35.1,-
601-800,Ehime UniversityJapan,24.3,24.5,29.5,18.2,37.5,-
601-800,Eötvös Loránd UniversityHungary,20.7,46.5,11.8,34.8,32.9,-
601-800,Universidade Federal do ABC (UFABC)Brazil,14.9,31.9,12.8,33.4,36.4,-
601-800,Federal University of Minas GeraisBrazil,30.6,22.7,14.3,25.5,33.6,-
601-800,Federal University of Paraná (UFPR)Brazil,24.3,17.2,23.9,8,32.1,-
601-800,Federal University of Rio de JaneiroBrazil,31.1,27.9,15.7,20.1,41.7,-
601-800,Federal University of Rio Grande do SulBrazil,31,21.5,10.8,23.9,32.1,-
601-800,Federal University of Santa CatarinaBrazil,25.3,24.4,12.4,20.1,54,-
601-800,Federal University of São Paulo (UNIFESP)Brazil,37.5,22.3,19.1,26.8,32.1,-
601-800,Feng Chia UniversityTaiwan,14.8,26,15.6,36,38,-
601-800,Florida Institute of TechnologyUnited States,25.5,60.6,13.4,28.8,36.6,-
601-800,University of GhanaGhana,16.1,49.5,24.7,19.5,34.8,-
601-800,Glasgow Caledonian UniversityUnited Kingdom,18,59.3,10.7,38.8,33.2,-
601-800,University of GreenwichUnited Kingdom,15.4,82.9,11.2,35.9,33.4,-
601-800,Hacettepe UniversityTurkey,20.3,21.9,10.5,36.5,32.6,-
601-800,University of HaifaIsrael,22.2,35.3,24.7,27.7,33.7,-
601-800,Hofstra UniversityUnited States,35.8,26.6,4.8,18.9,32.1,-
601-800,University of HuddersfieldUnited Kingdom,18.3,63.6,12.6,24.5,32.9,-
601-800,Hunan UniversityChina,17,16.2,17,34.8,45.2,-
601-800,Indian Institute of Technology GuwahatiIndia,26.6,14.6,16.6,42.1,35.4,-
601-800,"Inha UniversityKorea, Republic of",21.3,25.2,19.8,23.3,59.9,-
601-800,ISCTE-University Institute of LisbonPortugal,24.8,45.2,23.2,15.2,36.9,-
601-800,"Isfahan University of TechnologyIran, Islamic Republic of",19.5,18.9,20,38.4,89.8,-
601-800,Istanbul UniversityTurkey,22.5,22.2,23.6,11.8,52.4,-
601-800,Izmir Institute of TechnologyTurkey,17.7,29.2,9,25.2,42.5,-
601-800,University of JaénSpain,13.7,25.9,10.9,50.1,34.2,-
601-800,Jagiellonian UniversityPoland,23.8,34.6,14.7,38.1,33.6,-
601-800,Jikei University School of MedicineJapan,32.4,13.9,10.9,15.2,35.3,-
601-800,Jilin UniversityChina,28.1,25.2,15.9,20.5,42.2,-
601-800,University of JohannesburgSouth Africa,16.7,43.2,18.4,23.5,37.4,-
601-800,Jordan University of Science and TechnologyJordan,10.4,62.4,7.6,50.2,33.2,-
601-800,Juntendo UniversityJapan,34.5,18.3,11.3,23.5,49.1,-
601-800,"K.N. Toosi University of TechnologyIran, Islamic Republic of",18.9,14.3,13.2,28,43,-
601-800,Kanazawa UniversityJapan,27.5,20.3,16,36.6,34.2,-
601-800,Kaohsiung Medical UniversityTaiwan,20.5,22.1,18.5,25.4,35.2,-
601-800,Keio UniversityJapan,30.3,25.9,20.7,30.5,40.9,-
601-800,King Juan Carlos UniversitySpain,14.8,39.2,9.5,35.3,35,-
601-800,King Mongkut’s University of Technology ThonburiThailand,16.6,28.8,11.4,42.1,80.3,-
601-800,Kingston UniversityUnited Kingdom,16.6,79.7,14.2,27.5,32.7,-
601-800,Kindai UniversityJapan,18.8,17.9,8.3,33,35.6,-
601-800,Kobe UniversityJapan,29.3,22.7,19.2,25.3,41.5,-
601-800,Kochi UniversityJapan,20,25.9,9.4,42.7,39.6,-
601-800,"Konkuk UniversityKorea, Republic of",23.8,24,24.5,20.2,36.7,-
601-800,Kumamoto UniversityJapan,25.8,24.3,12.3,31.3,43.4,-
601-800,Kuwait UniversityKuwait,18.1,69.4,8.9,28.3,37.1,-
