Rank,Instituion,Teaching,International Outlook,Research,Citation,Industry Income,Overall
301-350,Wuhan University of TechnologyChina,14.8,18.9,7.8,78.1,58.7,-
301-350,Zhejiang UniversityChina,35.9,21,32.1,36.5,94.5,-
351-400,Charles Darwin UniversityAustralia,17.9,58.9,18.6,49.1,35.5,-
351-400,Charles University in PragueCzech Republic,29.1,53.2,19.9,43.6,29,-
351-400,"China Medical University, TaiwanTaiwan",18.9,20.5,28.1,46.2,60.8,-
351-400,George Mason UniversityUnited States of America,24.5,37.3,18,54.9,28.8,-
351-400,Hanyang UniversitySouth Korea,30.4,42.9,27.7,26.9,55.3,-
351-400,Indian Institute of Technology DelhiIndia,33.8,15.3,23,38.5,-,-
351-400,Indian Institute of Technology KanpurIndia,31.3,17.3,25.2,41.8,42.4,-
351-400,Indian Institute of Technology KharagpurIndia,39.3,14.7,30,35.3,-,-
351-400,Indian Institute of Technology RoorkeeIndia,25.1,15.6,12.3,53.6,64.8,-
351-400,Johannes Kepler University of LinzAustria,20,57.7,15.3,51,41.9,-
351-400,King Abdulaziz UniversitySaudi Arabia,18.2,74.3,9.4,58.2,39.7,-
351-400,King Saud UniversitySaudi Arabia,21.4,72.2,21.1,32.3,93.9,-
351-400,Leibniz University of HanoverGermany,30.9,47.2,15.4,39.5,42.7,-
351-400,Liverpool John Moores UniversityUnited Kingdom,14.9,58.1,12.5,57.5,28.8,-
351-400,Loughborough UniversityUnited Kingdom,30.5,65.4,27.9,22.8,42.6,-
351-400,National Central UniversityTaiwan,22.6,34.5,22.1,46.2,83.9,-
351-400,National Taiwan University of Science and Technology (Taiwan Tech)Taiwan,25.5,21.6,40.4,33,47.9,-
351-400,"National University of Ireland, MaynoothRepublic of Ireland",24.9,70.3,20.9,34.6,33,-
351-400,Old Dominion UniversityUnited States of America,21.3,30.2,14.3,58.7,-,-
351-400,Polytechnic University of ValenciaSpain,20.9,28.2,13.1,59,39.8,-
351-400,Ruhr University BochumGermany,27.8,50.9,20.9,42,45.2,-
351-400,San Diego State UniversityUnited States of America,15,22.2,23.1,61.1,29.2,-
351-400,Sun Yat-sen UniversityChina,29.4,25.5,18.2,48.1,43.4,-
351-400,Swinburne University of TechnologyAustralia,17,68.5,19.4,49.1,46.7,-
351-400,Temple UniversityUnited States of America,35.4,22.4,15,42.4,-,-
351-400,UiT The Arctic University of NorwayNorway,20.3,59.6,15.8,54.2,39.2,-
351-400,University of Bari Aldo MoroItaly,26.8,34.7,21.1,48.2,34.9,-
351-400,University of Duisburg-EssenGermany,20.4,47.7,12,59.9,41.7,-
351-400,University of FerraraItaly,15.4,38.6,14.4,64.2,38.5,-
351-400,University of FlorenceItaly,17.7,37.3,13.2,57.7,34.2,-
351-400,University of GrazAustria,24.6,59.9,14.4,51,29.5,-
351-400,University of GuelphCanada,20.6,39.1,22.6,45.1,47.8,-
351-400,University of JyväskyläFinland,27.5,42.8,16.3,47.2,-,-
351-400,"University of Maryland, Baltimore CountyUnited States of America",16.9,34.4,15,65.9,32.6,-
351-400,University of MinhoPortugal,17.2,46.9,18.6,50.3,37.4,-
351-400,University of NavarraSpain,27.3,45.7,23.4,33.7,86.2,-
351-400,University of OklahomaUnited States of America,34.1,26.7,14.7,46.1,35.2,-
351-400,University of PortoPortugal,20.5,43.9,17.8,47.6,36.7,-
351-400,University of PortsmouthUnited Kingdom,13.7,73.3,11.8,56.3,29.1,-
351-400,University of Rovira i VirgiliSpain,19,34.3,13.6,64.2,30.6,-
351-400,University of StirlingUnited Kingdom,19,62.8,22.6,50.1,30.3,-
351-400,University of SurreyUnited Kingdom,31.1,83.5,22.7,25.7,40.3,-
351-400,University of TartuEstonia,20.3,43.7,21.2,46.2,30.3,-
351-400,University of TasmaniaAustralia,18.7,69.9,16.7,49.1,36.9,-
351-400,University of ValenciaSpain,16.6,39.3,12.4,59,31.7,-
351-400,University of VigoSpain,19.7,25.9,10.7,62.9,38.2,-
351-400,University of WyomingUnited States of America,18.9,29.7,28.6,46.1,29.6,-
